Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Invoice Currency Unit
BIS,EPSRC,01/10/2014,Photocopy Costs,JRS,Oce (UK) Ltd,57472062,90,GBP
BIS,EPSRC,01/10/2014,Other Staff Benefits,EPSRC Corporate Services,Oasis Operations Ltd,63334061,575.45,GBP
BIS,EPSRC,01/10/2014,Consultancy Services,Programme Delivery Impact,Unspecified,64092062,3630,GBP
BIS,EPSRC,01/10/2014,Other Pension Deductions,Balance Sheet,Scottish Widows,64498063,53.55,GBP
BIS,EPSRC,01/10/2014,Partnership Pension Deductions,Balance Sheet,Scottish Widows,64498064,1109.35,GBP
BIS,EPSRC,01/10/2014,Voluntary Deductions,Balance Sheet,Charities Aid Foundation - GAYE,64498065,1161.66,GBP
BIS,EPSRC,01/10/2014,Voluntary Deductions,Balance Sheet,Civil Service Benevolent Fund,64498066,5,GBP
BIS,EPSRC,01/10/2014,Union Deductions,Balance Sheet,PCS Union,64498067,246.06,GBP
BIS,EPSRC,01/10/2014,Union Deductions,Balance Sheet,Prospect Union,64498068,64.76,GBP
BIS,EPSRC,01/10/2014,Health & Safety (inc. Medicals & Opticians),PSU HR,Swindon Occupational Medical Services Ltd,64553309,805,GBP
BIS,EPSRC,01/10/2014,T&S UK - Other Charges,Programme Delivery Engineering,Unspecified,64557384,5,GBP
BIS,EPSRC,01/10/2014,T&S UK - Public Transport,Programme Delivery Engineering,Unspecified,64557384,10,GBP
BIS,EPSRC,01/10/2014,T&S UK - Other Charges,Programme Delivery Energy,Unspecified,64557386,10,GBP
BIS,EPSRC,01/10/2014,T&S UK - Public Transport,Programme Delivery Energy,Unspecified,64557386,3.5,GBP
BIS,EPSRC,01/10/2014,T&S UK - Subsistence,Programme Delivery Energy,Unspecified,64557386,3,GBP
BIS,EPSRC,01/10/2014,T&S UK - Subsistence,Programme Delivery Energy,Unspecified,64557386,33.45,GBP
BIS,EPSRC,01/10/2014,T&S UK - Subsistence,Admin Public Engagement with Research,Unspecified,64557387,10.45,GBP
BIS,EPSRC,01/10/2014,Financial Services,PSU Finance,Royal Bank of Scotland plc/Natwest,64760275,200,GBP
BIS,EPSRC,02/10/2014,T&S UK - Other Charges,Programme Delivery ICT,Unspecified,63035097,10,GBP
BIS,EPSRC,02/10/2014,T&S UK - Subsistence,Programme Delivery ICT,Unspecified,63035097,4.8,GBP
BIS,EPSRC,02/10/2014,T&S UK - Subsistence,Programme Delivery ICT,Unspecified,63035097,5.1,GBP
BIS,EPSRC,02/10/2014,T&S UK - Subsistence,Programme Delivery ICT,Unspecified,63035097,12.35,GBP
BIS,EPSRC,02/10/2014,Photocopy Costs,JRS,Oce (UK) Ltd,64570061,2835,GBP
BIS,EPSRC,02/10/2014,Photocopy Costs,JRS,Robert Horne Paper Co Ltd,64630062,214.27,GBP
BIS,EPSRC,02/10/2014,Fees (Including College Members),Admin External Panel Member payments,Unspecified,64705066,160,GBP
BIS,EPSRC,02/10/2014,Fees (Including College Members),Admin External Panel Member payments,Unspecified,64705067,160,GBP
BIS,EPSRC,02/10/2014,Fees (Including College Members),Admin External Panel Member payments,Unspecified,64705068,160,GBP
BIS,EPSRC,02/10/2014,Fees (Including College Members),Admin External Panel Member payments,Unspecified,64705069,160,GBP
BIS,EPSRC,02/10/2014,Fees (Including College Members),Admin External Panel Member payments,Unspecified,64705070,160,GBP
BIS,EPSRC,02/10/2014,Fees (Including College Members),Admin External Panel Member payments,Unspecified,64705071,160,GBP
BIS,EPSRC,02/10/2014,Fees (Including College Members),Admin External Panel Member payments,Unspecified,64705072,160,GBP
BIS,EPSRC,02/10/2014,T&S UK - Other Charges,Programme Delivery Manufacturing,Unspecified,64705104,2.6,GBP
BIS,EPSRC,02/10/2014,T&S UK - Other Charges,Programme Delivery Manufacturing,Unspecified,64705104,10,GBP
BIS,EPSRC,02/10/2014,T&S UK - Public Transport,Programme Delivery Manufacturing,Unspecified,64705104,39.6,GBP
BIS,EPSRC,02/10/2014,T&S UK - Subsistence,Programme Delivery Manufacturing,Unspecified,64705104,8.79,GBP
BIS,EPSRC,02/10/2014,T&S UK - Mileage,Programme Delivery Physical Sciences,Unspecified,64705105,71.25,GBP
BIS,EPSRC,02/10/2014,T&S UK - Other Charges,Programme Delivery Physical Sciences,Unspecified,64705105,10,GBP
BIS,EPSRC,02/10/2014,T&S UK - Other Charges,Programme Delivery Physical Sciences,Unspecified,64705105,18,GBP
BIS,EPSRC,02/10/2014,T&S UK - Subsistence,Programme Delivery Physical Sciences,Unspecified,64705105,16.44,GBP
BIS,EPSRC,02/10/2014,T&S UK - Mileage,Programme Delivery Physical Sciences,Unspecified,64705107,99,GBP
BIS,EPSRC,02/10/2014,T&S UK - Public Transport,Programme Delivery Physical Sciences,Unspecified,64705107,4.2,GBP
BIS,EPSRC,02/10/2014,T&S UK - Public Transport,Programme Delivery Physical Sciences,Unspecified,64705107,8.2,GBP
BIS,EPSRC,02/10/2014,Recruitment Costs,EPSRC Corporate Services,Engineering Development Trust,64719064,23400,GBP
BIS,EPSRC,02/10/2014,Photocopy Costs,JRS,PG Events Ltd,64753060,1024.8,GBP
BIS,EPSRC,02/10/2014,Photocopy Costs,JRS,PG Events Ltd,64754060,613.2,GBP
BIS,EPSRC,02/10/2014,Staff Training,PSU HR,Just Development,64781060,1320,GBP
BIS,EPSRC,02/10/2014,Staff Training,PSU HR,Just Development,64781060,2520,GBP
BIS,EPSRC,02/10/2014,Staff Training,PSU HR,Just Development,64782060,482.87,GBP
BIS,EPSRC,02/10/2014,Photocopy Costs,JRS,Robert Horne Paper Co Ltd,64800082,145.56,GBP
BIS,EPSRC,02/10/2014,Photocopy Costs,JRS,Robert Horne Paper Co Ltd,64800084,618.96,GBP
BIS,EPSRC,03/10/2014,Legal & Professional Services,Programme Delivery CAST,Saffron Interactive,63784060,3474,GBP
BIS,EPSRC,03/10/2014,Non-staff travel and subsistance,Strategy,Non Employee Expenses Supplier,64790079,66.15,GBP
BIS,EPSRC,03/10/2014,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,64790080,148.15,GBP
BIS,EPSRC,03/10/2014,Non-staff travel and subsistance,Programme Delivery Maths,Non Employee Expenses Supplier,64790081,392.72,GBP
BIS,EPSRC,03/10/2014,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,64790082,121,GBP
BIS,EPSRC,03/10/2014,Non-staff travel and subsistance,Programme Delivery Infrastructure,Non Employee Expenses Supplier,64790083,126.4,GBP
BIS,EPSRC,03/10/2014,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,64790084,17.6,GBP
BIS,EPSRC,03/10/2014,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,64790085,86,GBP
BIS,EPSRC,03/10/2014,Non-staff travel and subsistance,Programme Delivery Energy,Non Employee Expenses Supplier,64790087,356.31,GBP
BIS,EPSRC,03/10/2014,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,64790088,135,GBP
BIS,EPSRC,03/10/2014,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,64790089,86.1,GBP
BIS,EPSRC,03/10/2014,Non-staff travel and subsistance,Programme Delivery Physical Sciences,Non Employee Expenses Supplier,64790090,156.5,GBP
BIS,EPSRC,03/10/2014,Non-staff travel and subsistance,Programme Delivery Physical Sciences,Non Employee Expenses Supplier,64790091,78.5,GBP
BIS,EPSRC,03/10/2014,Non-staff travel and subsistance,Programme Delivery Physical Sciences,Non Employee Expenses Supplier,64790092,124.9,GBP
BIS,EPSRC,03/10/2014,Other Bought In Services,Peer Review Project,Reed Specialist Recruitment Ltd,64800149,2916,GBP
BIS,EPSRC,03/10/2014,Photocopy Costs,JRS,Antalis McNaughton Limited,65014095,112.32,GBP
BIS,EPSRC,03/10/2014,Photocopy Costs,JRS,Antalis McNaughton Limited,65014099,130.56,GBP
BIS,EPSRC,03/10/2014,Photocopy Costs,JRS,Robert Horne Paper Co Ltd,65014147,75.73,GBP
BIS,EPSRC,03/10/2014,Photocopy Costs,JRS,Robert Horne Paper Co Ltd,65014147,134.95,GBP
BIS,EPSRC,03/10/2014,Photocopy Costs,JRS,Robert Horne Paper Co Ltd,65014147,267.84,GBP
BIS,EPSRC,03/10/2014,Photocopy Costs,JRS,Robert Horne Paper Co Ltd,65014151,-0.72,GBP
BIS,EPSRC,03/10/2014,Photocopy Costs,JRS,Robert Horne Paper Co Ltd,65014151,702.96,GBP
BIS,EPSRC,03/10/2014,Meetings & Catering,Admin RCUK Strategy Unit,Baxter Storey Ltd,65014170,7.92,GBP
BIS,EPSRC,03/10/2014,Meetings & Catering,EPSRC Corporate Services,Baxter Storey Ltd,65014170,10.8,GBP
BIS,EPSRC,03/10/2014,Meetings & Catering,Programme Delivery Engineering,Baxter Storey Ltd,65014170,221.52,GBP
BIS,EPSRC,03/10/2014,Meetings & Catering,Programme Delivery Healthcare,Baxter Storey Ltd,65014170,218.7,GBP
BIS,EPSRC,03/10/2014,T&S UK - Mileage,Programme Delivery Impact,Unspecified,65067082,54,GBP
BIS,EPSRC,03/10/2014,Photocopy Costs,JRS,Ricoh Uk Ltd,65258068,-9349.2,GBP
BIS,EPSRC,06/10/2014,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,65202062,160,GBP
BIS,EPSRC,06/10/2014,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,65202063,160,GBP
BIS,EPSRC,06/10/2014,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,65202064,160,GBP
BIS,EPSRC,06/10/2014,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,65202065,160,GBP
BIS,EPSRC,06/10/2014,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,65202066,160,GBP
BIS,EPSRC,06/10/2014,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,65202068,160,GBP
BIS,EPSRC,06/10/2014,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,65202069,160,GBP
BIS,EPSRC,06/10/2014,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,65202070,160,GBP
BIS,EPSRC,06/10/2014,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,65202071,160,GBP
BIS,EPSRC,06/10/2014,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,65202072,160,GBP
BIS,EPSRC,06/10/2014,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,65202073,160,GBP
BIS,EPSRC,06/10/2014,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,65202074,160,GBP
BIS,EPSRC,06/10/2014,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,65301097,30,GBP
BIS,EPSRC,06/10/2014,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,65301098,190.85,GBP
BIS,EPSRC,06/10/2014,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,65301099,165,GBP
BIS,EPSRC,06/10/2014,Non-staff travel and subsistance,Programme Delivery Infrastructure,Non Employee Expenses Supplier,65301100,59,GBP
BIS,EPSRC,06/10/2014,Non-staff travel and subsistance,Programme Delivery Infrastructure,Non Employee Expenses Supplier,65301101,292.58,GBP
BIS,EPSRC,06/10/2014,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,65301102,33.5,GBP
BIS,EPSRC,06/10/2014,Marketing & PR,Communications and Stakeholder Engagement,Doggett and Jones Ltd,65301143,4950,GBP
BIS,EPSRC,06/10/2014,Marketing & PR,Communications and Stakeholder Engagement,Unspecified,65301259,250,GBP
BIS,EPSRC,06/10/2014,Other Bought In Services,Peer Review Project,Reed Specialist Recruitment Ltd,65308064,2916,GBP
BIS,EPSRC,06/10/2014,Non-staff travel and subsistance,Public Engagement with Research,Non Employee Expenses Supplier,65313084,161.53,GBP
BIS,EPSRC,06/10/2014,T&S UK - Accommodation,Programme Delivery Digital Economy,Unspecified,65315103,86.9,GBP
BIS,EPSRC,06/10/2014,T&S UK - Public Transport,Programme Delivery Digital Economy,Unspecified,65315103,5.3,GBP
BIS,EPSRC,06/10/2014,T&S UK - Public Transport,Programme Delivery Digital Economy,Unspecified,65315103,5.5,GBP
BIS,EPSRC,06/10/2014,T&S UK - Subsistence,Programme Delivery Digital Economy,Unspecified,65315103,11.63,GBP
BIS,EPSRC,06/10/2014,T&S UK - Public Transport,Admin Business Innovation Director,Unspecified,65315104,5,GBP
BIS,EPSRC,06/10/2014,T&S UK - Other Charges,Programme Delivery Engineering,Unspecified,65315105,35,GBP
BIS,EPSRC,06/10/2014,T&S UK - Public Transport,Programme Delivery Engineering,Unspecified,65315105,19.8,GBP
BIS,EPSRC,06/10/2014,T&S UK - Subsistence,Programme Delivery Engineering,Unspecified,65315105,2,GBP
BIS,EPSRC,06/10/2014,T&S UK - Subsistence,Programme Delivery Engineering,Unspecified,65315105,12.36,GBP
BIS,EPSRC,06/10/2014,T&S UK - Subsistence,Programme Delivery Engineering,Unspecified,65315105,39.48,GBP
BIS,EPSRC,07/10/2014,Printing & Stationery,Programme Delivery Digital Economy,Banner Business Services Limited,63099176,24.7,GBP
BIS,EPSRC,07/10/2014,Printing & Stationery,EPSRC Corporate Services,Banner Business Services Limited,63670388,5.77,GBP
BIS,EPSRC,07/10/2014,Printing & Stationery,Admin RCUK Strategy Unit,Banner Business Services Limited,65014299,4.5,GBP
BIS,EPSRC,07/10/2014,Marketing & PR,Communications and Stakeholder Engagement,American Association for the Advancement of Science (AAAS),65301139,796.73,USD
BIS,EPSRC,07/10/2014,Non-staff travel and subsistance,Programme Delivery Physical Sciences,Non Employee Expenses Supplier,65472060,519.15,EUR
BIS,EPSRC,07/10/2014,Photocopy Costs,JRS,Robert Horne Paper Co Ltd,65495060,151.48,GBP
BIS,EPSRC,07/10/2014,Fees (Including College Members),Admin External Panel Member payments,Unspecified,65504288,160,GBP
BIS,EPSRC,07/10/2014,Fees (Including College Members),Admin External Panel Member payments,Unspecified,65504289,160,GBP
BIS,EPSRC,07/10/2014,Fees (Including College Members),Admin External Panel Member payments,Unspecified,65504290,240,GBP
BIS,EPSRC,07/10/2014,Fees (Including College Members),Admin External Panel Member payments,Unspecified,65504291,240,GBP
BIS,EPSRC,07/10/2014,Fees (Including College Members),Admin External Panel Member payments,Unspecified,65504294,160,GBP
BIS,EPSRC,07/10/2014,Fees (Including College Members),Admin External Panel Member payments,Unspecified,65504295,240,GBP
BIS,EPSRC,07/10/2014,Staff Training,EPSRC Corporate Services,Quest Partnership Ltd,65605060,1263.24,GBP
BIS,EPSRC,07/10/2014,Photocopy Costs,JRS,PG Events Ltd,65634062,72,GBP
BIS,EPSRC,07/10/2014,Photocopy Costs,JRS,Ricoh Uk Ltd,65642102,9943.92,GBP
BIS,EPSRC,07/10/2014,T&S UK - Mileage,Admin Research Base Director,Unspecified,65642242,32.85,GBP
BIS,EPSRC,07/10/2014,T&S UK - Public Transport,Admin Research Base Director,Unspecified,65642242,830.3,GBP
BIS,EPSRC,07/10/2014,T&S Overseas - Subsistence,Admin RCUK Strategy Unit,Unspecified,65642243,5,GBP
BIS,EPSRC,07/10/2014,T&S Overseas - Subsistence,Admin RCUK Strategy Unit,Unspecified,65642243,6.18,GBP
BIS,EPSRC,07/10/2014,T&S UK - Public Transport,Programme Delivery Energy,Unspecified,65642244,5,GBP
BIS,EPSRC,07/10/2014,T&S UK - Vehicle Hire,Programme Delivery Physical Sciences,Unspecified,65642245,7.51,GBP
BIS,EPSRC,07/10/2014,T&S UK - Mileage,Programme Delivery Infrastructure,Unspecified,65642247,29.7,GBP
BIS,EPSRC,07/10/2014,T&S UK - Public Transport,Programme Delivery Energy,Unspecified,65642249,14,GBP
BIS,EPSRC,07/10/2014,T&S UK - Public Transport,Programme Delivery Energy,Unspecified,65642249,62.9,GBP
BIS,EPSRC,07/10/2014,Photocopy Costs,JRS,Williams Lea,65755062,325.71,GBP
BIS,EPSRC,08/10/2014,Agency Staff,Communications and Stakeholder Engagement,Reed Specialist Recruitment Ltd,64089112,172.39,GBP
BIS,EPSRC,08/10/2014,Agency Staff,Communications and Stakeholder Engagement,Reed Specialist Recruitment Ltd,65309063,470.16,GBP
BIS,EPSRC,08/10/2014,Photocopy Costs,JRS,Antalis McNaughton Limited,65399061,716.04,GBP
BIS,EPSRC,08/10/2014,Fees (Including College Members),Admin External Panel Member payments,Unspecified,65504286,160,GBP
BIS,EPSRC,08/10/2014,Fees (Including College Members),Admin External Panel Member payments,Unspecified,65504287,160,GBP
BIS,EPSRC,08/10/2014,Fees (Including College Members),Admin External Panel Member payments,Unspecified,65504292,160,GBP
BIS,EPSRC,08/10/2014,Fees (Including College Members),Admin External Panel Member payments,Unspecified,65504293,160,GBP
BIS,EPSRC,08/10/2014,Hospitality,Programme Delivery Energy,Calder Conference Ltd,65737060,3433.53,GBP
BIS,EPSRC,08/10/2014,Photocopy Costs,JRS,PG Events Ltd,65755265,52.8,GBP
BIS,EPSRC,08/10/2014,Printing & Stationery,Admin RCUK Strategy Unit,Banner Business Services Limited,65845060,14.8,GBP
BIS,EPSRC,08/10/2014,Photocopy Costs,JRS,Antalis McNaughton Limited,65847225,199.98,GBP
BIS,EPSRC,08/10/2014,Other Programme Costs,NC Physical Sciences,Royal Society of Chemistry,65847362,70000,GBP
BIS,EPSRC,08/10/2014,T&S UK - Other Charges,Programme Delivery Engineering,Unspecified,65847455,120.6,GBP
BIS,EPSRC,08/10/2014,T&S UK - Public Transport,Programme Delivery Engineering,Unspecified,65847455,4.35,GBP
BIS,EPSRC,08/10/2014,T&S UK - Public Transport,Programme Delivery Engineering,Unspecified,65847455,13.4,GBP
BIS,EPSRC,08/10/2014,T&S UK - Vehicle Hire,Programme Delivery Infrastructure,Unspecified,65847456,32.16,GBP
BIS,EPSRC,08/10/2014,T&S UK - Other Charges,Programme Delivery Maths,Unspecified,65847457,5,GBP
BIS,EPSRC,08/10/2014,T&S UK - Public Transport,Programme Delivery Maths,Unspecified,65847457,17,GBP
BIS,EPSRC,08/10/2014,T&S UK - Other Charges,Programme Delivery Engineering,Unspecified,65847458,10,GBP
BIS,EPSRC,08/10/2014,T&S UK - Public Transport,Programme Delivery Engineering,Unspecified,65847458,6.7,GBP
BIS,EPSRC,08/10/2014,T&S UK - Vehicle Hire,Programme Delivery Engineering,Unspecified,65847458,27.74,GBP
BIS,EPSRC,08/10/2014,T&S UK - Public Transport,Admin RCUK Strategy Unit,Unspecified,65847459,227.7,GBP
BIS,EPSRC,08/10/2014,T&S UK - Other Charges,Programme Delivery Maths,Unspecified,65847461,10,GBP
BIS,EPSRC,08/10/2014,T&S UK - Other Charges,Programme Delivery Maths,Unspecified,65847461,20,GBP
BIS,EPSRC,08/10/2014,T&S UK - Public Transport,Programme Delivery Maths,Unspecified,65847461,29.1,GBP
BIS,EPSRC,08/10/2014,T&S UK - Subsistence,Programme Delivery Maths,Unspecified,65847461,143.9,GBP
BIS,EPSRC,08/10/2014,T&S UK - Accommodation,Director BI/BR,Unspecified,65847462,65,GBP
BIS,EPSRC,08/10/2014,T&S UK - Other Charges,Director BI/BR,Unspecified,65847462,5,GBP
BIS,EPSRC,08/10/2014,T&S UK - Public Transport,Director BI/BR,Unspecified,65847462,29,GBP
BIS,EPSRC,08/10/2014,T&S UK - Subsistence,Director BI/BR,Unspecified,65847462,25,GBP
BIS,EPSRC,08/10/2014,T&S UK - Vehicle Hire,Director BI/BR,Unspecified,65847462,19.81,GBP
BIS,EPSRC,08/10/2014,Telecoms - Non Capital Hardware Costs,International offices,Powwow,65980060,71.26,GBP
BIS,EPSRC,09/10/2014,Printing & Stationery,EPSRC Corporate Services,Banner Business Services Limited,63670389,1.94,GBP
BIS,EPSRC,09/10/2014,Printing & Stationery,EPSRC Corporate Services,Banner Business Services Limited,63670389,2.71,GBP
BIS,EPSRC,09/10/2014,Printing & Stationery,EPSRC Corporate Services,Banner Business Services Limited,63670389,12.95,GBP
BIS,EPSRC,09/10/2014,Printing & Stationery,EPSRC Corporate Services,Banner Business Services Limited,63670389,15.29,GBP
BIS,EPSRC,09/10/2014,Printing & Stationery,EPSRC Corporate Services,Banner Business Services Limited,63670389,27.31,GBP
BIS,EPSRC,09/10/2014,Printing & Stationery,EPSRC Corporate Services,Banner Business Services Limited,64760219,1.2,GBP
BIS,EPSRC,09/10/2014,Consultancy Services,PSU HR,Unspecified,65595066,666,GBP
BIS,EPSRC,09/10/2014,Fees (Including College Members),Admin External Panel Member payments,Unspecified,65847095,160,GBP
BIS,EPSRC,09/10/2014,Fees (Including College Members),Admin External Panel Member payments,Unspecified,65847096,160,GBP
BIS,EPSRC,09/10/2014,Fees (Including College Members),Admin External Panel Member payments,Unspecified,65847097,160,GBP
BIS,EPSRC,09/10/2014,Fees (Including College Members),Admin External Panel Member payments,Unspecified,65847098,160,GBP
BIS,EPSRC,09/10/2014,Fees (Including College Members),Admin External Panel Member payments,Unspecified,65847099,160,GBP
BIS,EPSRC,09/10/2014,Fees (Including College Members),Admin External Panel Member payments,Unspecified,65847100,160,GBP
BIS,EPSRC,09/10/2014,Fees (Including College Members),Admin External Panel Member payments,Unspecified,65847101,160,GBP
BIS,EPSRC,09/10/2014,Fees (Including College Members),Admin External Panel Member payments,Unspecified,65847102,160,GBP
BIS,EPSRC,09/10/2014,Fees (Including College Members),Admin External Panel Member payments,Unspecified,65847103,160,GBP
BIS,EPSRC,09/10/2014,Fees (Including College Members),Admin External Panel Member payments,Unspecified,66118073,160,GBP
BIS,EPSRC,09/10/2014,Meetings & Catering,Programme Delivery GU,Calder Conference Ltd,66122067,6031.2,GBP
BIS,EPSRC,09/10/2014,T&S UK - Public Transport,Admin RCUK Strategy Unit,Unspecified,66124463,20,GBP
BIS,EPSRC,09/10/2014,T&S Overseas - Parking Tolls Congestion Charges,Admin RCUK Strategy Unit,Unspecified,66124464,27.99,GBP
BIS,EPSRC,09/10/2014,T&S Overseas - Subsistence,Admin RCUK Strategy Unit,Unspecified,66124464,5,GBP
BIS,EPSRC,09/10/2014,Marketing & PR,Communications and Stakeholder Engagement,Unspecified,66125137,250,GBP
BIS,EPSRC,09/10/2014,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,66125148,204.8,GBP
BIS,EPSRC,09/10/2014,Non-staff travel and subsistance,Programme Delivery Healthcare,Non Employee Expenses Supplier,66125149,75.9,GBP
BIS,EPSRC,09/10/2014,Non-staff travel and subsistance,Strategy,Non Employee Expenses Supplier,66125150,90.6,GBP
BIS,EPSRC,09/10/2014,Fees (Including College Members),Strategy,Non Employee Expenses Supplier,66125151,160,GBP
BIS,EPSRC,09/10/2014,Non-staff travel and subsistance,Strategy,Non Employee Expenses Supplier,66125152,37.8,GBP
BIS,EPSRC,09/10/2014,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,66125153,81.5,GBP
BIS,EPSRC,09/10/2014,Non-staff travel and subsistance,Programme Delivery Infrastructure,Non Employee Expenses Supplier,66125154,149.9,GBP
BIS,EPSRC,09/10/2014,Non-staff travel and subsistance,Programme Delivery Infrastructure,Non Employee Expenses Supplier,66125155,101.6,GBP
BIS,EPSRC,09/10/2014,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,66125156,44.1,GBP
BIS,EPSRC,09/10/2014,Storage & Archiving Costs,Information Management Delivery,Iron Mountain (UK) Ltd,66125237,379.3,GBP
BIS,EPSRC,09/10/2014,T&S UK - Other Charges,Admin Research Base Director,V Cars Ltd,66133062,233.28,GBP
BIS,EPSRC,09/10/2014,T&S UK - Public Transport,Director CI & S,V Cars Ltd,66133062,24.96,GBP
BIS,EPSRC,09/10/2014,T&S UK - Public Transport,Newton Programme Management Team,V Cars Ltd,66133062,204,GBP
BIS,EPSRC,09/10/2014,T&S UK - Public Transport,Programme Delivery Engineering,V Cars Ltd,66133062,106.32,GBP
BIS,EPSRC,09/10/2014,T&S UK - Public Transport,Programme Delivery Engineering,V Cars Ltd,66133062,554.76,GBP
BIS,EPSRC,09/10/2014,T&S UK - Public Transport,PSU Finance,V Cars Ltd,66133062,397.2,GBP
BIS,EPSRC,09/10/2014,T&S UK - Vehicle Hire,Programme Delivery Energy,V Cars Ltd,66133062,312,GBP
BIS,EPSRC,09/10/2014,T&S UK - Vehicle Hire,Programme Delivery Manufacturing,V Cars Ltd,66133062,8.4,GBP
BIS,EPSRC,10/10/2014,Storage & Archiving Costs,EPSRC Corporate Services,Pickfords Ltd,61517060,798,GBP
BIS,EPSRC,10/10/2014,Meetings & Catering,Admin RCUK Strategy Unit,Department for Business Innovation and Skills,61576060,46,GBP
BIS,EPSRC,10/10/2014,Meetings & Catering,Admin RCUK Strategy Unit,Department for Business Innovation and Skills,61576060,145,GBP
BIS,EPSRC,10/10/2014,Health & Safety (inc. Medicals & Opticians),EPSRC Corporate Services,P&MM Limited,65842060,49.92,GBP
BIS,EPSRC,10/10/2014,Printing & Stationery,EPSRC Corporate Services,Banner Business Services Limited,66229191,18.36,GBP
BIS,EPSRC,10/10/2014,Printing & Stationery,EPSRC Corporate Services,Banner Business Services Limited,66229191,32.5,GBP
BIS,EPSRC,10/10/2014,Conferences & Seminars,KTEIG Projects,SIMPLY CHANGE LTD,66247134,3344.1,GBP
BIS,EPSRC,10/10/2014,Corporate Events,Programme Delivery Energy,Calder Conference Ltd,66247145,17.14,GBP
BIS,EPSRC,10/10/2014,Corporate Events,Programme Delivery Energy,Calder Conference Ltd,66247148,2655.66,GBP
BIS,EPSRC,10/10/2014,Telecoms - Tele/ Video conferencing,EPSRC Corporate Services,InterCall Conferencing Services Ltd,66247152,808.61,GBP
BIS,EPSRC,10/10/2014,Other Programme Costs,Research Careers and Diversity,CRAC Ltd,66247293,116700,GBP
BIS,EPSRC,10/10/2014,T&S UK - Public Transport,Programme Delivery ICT,Enterprise Rent-A-Car UK Ltd,66247329,50.1,GBP
BIS,EPSRC,10/10/2014,T&S UK - Public Transport,Programme Delivery Physical Sciences,Enterprise Rent-A-Car UK Ltd,66247329,41.75,GBP
BIS,EPSRC,10/10/2014,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,66247345,38,GBP
BIS,EPSRC,10/10/2014,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,66247346,87.3,GBP
BIS,EPSRC,10/10/2014,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,66247347,160,GBP
BIS,EPSRC,10/10/2014,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,66247348,73.8,GBP
BIS,EPSRC,10/10/2014,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,66247349,160,GBP
BIS,EPSRC,10/10/2014,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,66247350,102.45,GBP
BIS,EPSRC,10/10/2014,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,66247351,188.1,GBP
BIS,EPSRC,10/10/2014,Non-staff travel and subsistance,Programme Delivery Digital Economy,Non Employee Expenses Supplier,66247352,75.25,GBP
