Transparency Data ,,,,,,,,
Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Invoice Currency Unit
BIS,EPSRC,18/12/2014,T&S UK - Public Transport,Admin RCUK Strategy Unit,Unspecified,74217122,81.1,GBP
BIS,EPSRC,18/12/2014,T&S UK - Subsistence,Admin RCUK Strategy Unit,Unspecified,74217122,4.5,GBP
BIS,EPSRC,18/12/2014,T&S UK - Subsistence,Admin RCUK Strategy Unit,Unspecified,74217122,13.05,GBP
BIS,EPSRC,18/12/2014,T&S UK - Vehicle Hire,Admin RCUK Strategy Unit,Unspecified,74217122,9.41,GBP
BIS,EPSRC,19/12/2014,Hospitality,Programme Delivery Digital Economy,Queen Mary University of London,70355071,15.48,GBP
BIS,EPSRC,19/12/2014,Hospitality,Programme Delivery Digital Economy,Queen Mary University of London,70355071,262.2,GBP
BIS,EPSRC,19/12/2014,Hospitality,Programme Delivery Digital Economy,Queen Mary University of London,70355071,327.72,GBP
BIS,EPSRC,19/12/2014,Health & Safety (inc. Medicals & Opticians),Programme Delivery CAST,Unspecified,71807345,25,GBP
BIS,EPSRC,19/12/2014,Contract Staff,Admin KTEIG Projects,Reed Specialist Recruitment Ltd,73351060,1996.8,GBP
BIS,EPSRC,19/12/2014,Other Bought In Services,Peer Review Project,Reed Specialist Recruitment Ltd,73351060,919.2,GBP
BIS,EPSRC,19/12/2014,Contract Staff,Admin KTEIG Projects,Reed Specialist Recruitment Ltd,73599091,2916,GBP
BIS,EPSRC,19/12/2014,Meetings & Catering,Admin RCUK Strategy Unit,Department for Business Innovation and Skills,73601919,13.1,GBP
BIS,EPSRC,19/12/2014,Meetings & Catering,Admin RCUK Strategy Unit,Department for Business Innovation and Skills,73601919,145,GBP
BIS,EPSRC,19/12/2014,Design services,Newton Programme Management Team,VOYAGE DESIGN LTD,73648352,3792,GBP
BIS,EPSRC,19/12/2014,Design services,Newton Programme Management Team,VOYAGE DESIGN LTD,73648352,3792,GBP
BIS,EPSRC,19/12/2014,Fellowships,"Materials, Mechanical and Medical Engineering",University of Bristol GRANT,73667060,29870.06,GBP
BIS,EPSRC,19/12/2014,Fellowships,Physical Sciences,University of Oxford GRANT,73667061,44724.91,GBP
BIS,EPSRC,19/12/2014,Fellowships,Physical Sciences,University College London GRANT,73667062,34275.66,GBP
BIS,EPSRC,19/12/2014,Fellowships,Physical Sciences,University of Oxford GRANT,73667063,39171.81,GBP
BIS,EPSRC,19/12/2014,Fellowships,"Process, Environment & Sustainability",University of Southampton GRANT,73667064,33403.97,GBP
BIS,EPSRC,19/12/2014,Fellowships,Physical Sciences,University of Nottingham GRANT,73667065,2464.33,GBP
BIS,EPSRC,19/12/2014,Fellowships,"Process, Environment & Sustainability",University of Nottingham GRANT,73667065,22179.01,GBP
BIS,EPSRC,19/12/2014,Fellowships,Physical Sciences,University of Cambridge,73667066,26439.31,GBP
BIS,EPSRC,19/12/2014,Fellowships,Physical Sciences,University of Cambridge,73667066,26713.62,GBP
BIS,EPSRC,19/12/2014,Fellowships,Physical Sciences,University of Cambridge,73667066,26745.86,GBP
BIS,EPSRC,19/12/2014,Fellowships,Mathematical Sciences,University of Exeter GRANT,73667067,48328.76,GBP
BIS,EPSRC,19/12/2014,Fellowships,User Led Research and Knowledge Transfer,University of Bristol GRANT,73667068,55432.08,GBP
BIS,EPSRC,19/12/2014,Fellowships,Mathematical Sciences,University of Manchester GRANT,73667069,51498.94,GBP
BIS,EPSRC,19/12/2014,Fellowships,"Materials, Mechanical and Medical Engineering",University of Manchester GRANT,73667070,76633.37,GBP
BIS,EPSRC,19/12/2014,Fellowships,Next Generation Healthcare,University of Cambridge,73667071,24986.36,GBP
BIS,EPSRC,19/12/2014,Fellowships,Physical Sciences,University of Manchester GRANT,73667072,49989.12,GBP
BIS,EPSRC,19/12/2014,Fellowships,Physical Sciences,University of Bath,73667073,33316.87,GBP
BIS,EPSRC,19/12/2014,Fellowships,Physical Sciences,ICSTM,73667074,33806.86,GBP
BIS,EPSRC,19/12/2014,Fellowships,Mathematical Sciences,ICSTM,73667075,37687.51,GBP
BIS,EPSRC,19/12/2014,Fellowships,"Materials, Mechanical and Medical Engineering",University of Dundee,73667076,25076.19,GBP
BIS,EPSRC,19/12/2014,Fellowships,Physical Sciences,University of Dundee,73667076,6269.04,GBP
BIS,EPSRC,19/12/2014,Fellowships,Physical Sciences,University of Glasgow GRANT,73667078,28473.63,GBP
BIS,EPSRC,19/12/2014,Fellowships,Physical Sciences,ICSTM,73667079,10570.65,GBP
BIS,EPSRC,19/12/2014,Fellowships,"Process, Environment & Sustainability",ICSTM,73667079,19631.18,GBP
BIS,EPSRC,19/12/2014,Fellowships,Information and Communications Technology,ICSTM,73667080,27885.26,GBP
BIS,EPSRC,19/12/2014,Fellowships,"Process, Environment & Sustainability",University of Edinburgh,73667081,25045.85,GBP
BIS,EPSRC,19/12/2014,Fellowships,Information and Communications Technology,ICSTM,73667082,33838.01,GBP
BIS,EPSRC,19/12/2014,Fellowships,"Materials, Mechanical and Medical Engineering",ICSTM,73667083,26383.47,GBP
BIS,EPSRC,19/12/2014,Fellowships,Physical Sciences,University of Liverpool GRANT,73667084,24756.34,GBP
BIS,EPSRC,19/12/2014,Fellowships,"Process, Environment & Sustainability",University of Nottingham GRANT,73667085,24244.36,GBP
BIS,EPSRC,19/12/2014,Fellowships,Physical Sciences,University of St Andrews GRANT,73667086,30077.88,GBP
BIS,EPSRC,19/12/2014,Fellowships,Physical Sciences,University of Oxford GRANT,73667087,38831.57,GBP
BIS,EPSRC,19/12/2014,Fellowships,Physical Sciences,ICSTM,73667088,28476.33,GBP
BIS,EPSRC,19/12/2014,Fellowships,"Materials, Mechanical and Medical Engineering",ICSTM,73667089,54112.68,GBP
BIS,EPSRC,19/12/2014,Fellowships,Mathematical Sciences,University of East Anglia GRANT,73667090,38614.46,GBP
BIS,EPSRC,19/12/2014,Fellowships,Physical Sciences,University of Leeds GRANT,73667091,68654.18,GBP
BIS,EPSRC,19/12/2014,Fellowships,Information and Communications Technology,R H B N C GRANT,73667092,60108.39,GBP
BIS,EPSRC,19/12/2014,Fellowships,Information and Communications Technology,University of Birmingham GRANT,73667093,46651.97,GBP
BIS,EPSRC,19/12/2014,Fellowships,Physical Sciences,University of Glasgow GRANT,73667094,51364.63,GBP
BIS,EPSRC,19/12/2014,Fellowships,"Process, Environment & Sustainability",University of Surrey GRANT,73667095,47742.45,GBP
BIS,EPSRC,19/12/2014,Fellowships,Information and Communications Technology,University of Oxford GRANT,73667096,14130.57,GBP
BIS,EPSRC,19/12/2014,Fellowships,"Materials, Mechanical and Medical Engineering",University of Oxford GRANT,73667096,49456.98,GBP
BIS,EPSRC,19/12/2014,Fellowships,"Process, Environment & Sustainability",University of Oxford GRANT,73667096,7065.28,GBP
BIS,EPSRC,19/12/2014,Fellowships,Physical Sciences,"University of Wales, Cardiff - UWC",73667097,40052.26,GBP
BIS,EPSRC,19/12/2014,Fellowships,Information and Communications Technology,ICSTM,73667098,45402.67,GBP
BIS,EPSRC,19/12/2014,Fellowships,Mathematical Sciences,University College London GRANT,73667099,47624.73,GBP
BIS,EPSRC,19/12/2014,Fellowships,"Materials, Mechanical and Medical Engineering",University of Southampton GRANT,73667100,8109.05,GBP
BIS,EPSRC,19/12/2014,Fellowships,"Process, Environment & Sustainability",University of Southampton GRANT,73667100,32436.18,GBP
BIS,EPSRC,19/12/2014,Fellowships,Physical Sciences,Warwick University,73667101,49649.36,GBP
BIS,EPSRC,19/12/2014,Fellowships,Physical Sciences,University of Cambridge,73667102,56182.44,GBP
BIS,EPSRC,19/12/2014,Fellowships,Physical Sciences,University of Cambridge,73667103,95340.96,GBP
BIS,EPSRC,19/12/2014,Fellowships,Physical Sciences,Loughborough University GRANT,73667104,13199.81,GBP
BIS,EPSRC,19/12/2014,Fellowships,Mathematical Sciences,Warwick University,73667105,34637.23,GBP
BIS,EPSRC,19/12/2014,Fellowships,Mathematical Sciences,Warwick University,73667106,44843.15,GBP
BIS,EPSRC,19/12/2014,Fellowships,Mathematical Sciences,Warwick University,73667107,33182.82,GBP
BIS,EPSRC,19/12/2014,Fellowships,"Materials, Mechanical and Medical Engineering",ICSTM,73667108,37192.42,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Engineering,University of Exeter GRANT,73667109,24714.13,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Engineering,University of Leeds GRANT,73667110,25136.82,GBP
BIS,EPSRC,19/12/2014,Fellowships,Mathematical Sciences,University of Cambridge,73667111,41520.25,GBP
BIS,EPSRC,19/12/2014,Fellowships,"Materials, Mechanical and Medical Engineering",University of Nottingham GRANT,73667112,39464.73,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC ICT,University of Edinburgh,73667113,40809.6,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Physical Sciences,ICSTM,73667114,59938.31,GBP
BIS,EPSRC,19/12/2014,Fellowships,"Materials, Mechanical and Medical Engineering",University of Nottingham GRANT,73667115,47597.9,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Physical Sciences,University of Edinburgh,73667116,54061.07,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Physical Sciences,University of Manchester GRANT,73667117,30394.92,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Engineering,University of Sheffield GRANT,73667118,36988.9,GBP
BIS,EPSRC,19/12/2014,Fellowships,Physical Sciences,ICSTM,73667119,33979.96,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC ICT,ICSTM,73667120,5645.7,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Physical Sciences,ICSTM,73667120,31992.28,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Physical Sciences,Open University GRANT,73667121,26318.12,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Physical Sciences,ICSTM,73667122,34385.07,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Physical Sciences,Queen's University Belfast GRANT,73667123,31766.73,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC ICT,University of Leeds GRANT,73667124,60383.4,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Physical Sciences,University of Sheffield GRANT,73667125,31611.72,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Engineering,ICSTM,73667126,64632.68,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Physical Sciences,University of Oxford GRANT,73667127,67789.27,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC ICT,University of Leeds GRANT,73667128,34005,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Physical Sciences,University of Bristol GRANT,73667129,46830.6,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Engineering,University of Newcastle upon Tyne GRANT,73667130,53321.11,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Physical Sciences,University of Birmingham GRANT,73667131,59753.55,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Physical Sciences,University of Cambridge,73667132,51502.07,GBP
BIS,EPSRC,19/12/2014,Fellowships,Information and Communications Technology,University College London GRANT,73667133,32918.46,GBP
BIS,EPSRC,19/12/2014,Fellowships,Mathematical Sciences,Swansea University,73667134,22669.16,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Physical Sciences,University of Oxford GRANT,73667135,42777.28,GBP
BIS,EPSRC,19/12/2014,Fellowships,Information and Communications Technology,Swansea University,73667136,40142.39,GBP
BIS,EPSRC,19/12/2014,Fellowships,Physical Sciences,University College London GRANT,73667137,63039.42,GBP
BIS,EPSRC,19/12/2014,Fellowships,Physical Sciences,University of York GRANT,73667138,37275.43,GBP
BIS,EPSRC,19/12/2014,Fellowships,Manufacturing Manufacturing,University College London GRANT,73667139,51147.02,GBP
BIS,EPSRC,19/12/2014,Fellowships,Manufacturing Manufacturing,Cranfield University,73667140,40790.56,GBP
BIS,EPSRC,19/12/2014,Fellowships,Manufacturing Manufacturing,University of Oxford GRANT,73667141,66944.94,GBP
BIS,EPSRC,19/12/2014,Fellowships,Manufacturing Manufacturing,University of Exeter GRANT,73667142,53089.24,GBP
BIS,EPSRC,19/12/2014,Fellowships,Energy Energy,University of Exeter GRANT,73667143,81255.47,GBP
BIS,EPSRC,19/12/2014,Fellowships,Energy Energy,ICSTM,73667144,94953.51,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Maths,University of Cambridge,73667145,70175.26,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Physical Sciences,University of Cambridge,73667146,76773.82,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Maths,University of Southampton GRANT,73667147,19534.38,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Physical Sciences,University of Manchester GRANT,73667148,52893.7,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Physical Sciences,University of Bristol GRANT,73667149,68575.17,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC ICT,University of Southampton GRANT,73667150,52282.64,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Physical Sciences,ICSTM,73667151,29746.88,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Physical Sciences,University College London GRANT,73667152,52175.49,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Maths,University College London GRANT,73667153,19874.93,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Maths,University of Bath,73667154,34295.31,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Maths,University of Oxford GRANT,73667155,30859.94,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Maths,University of Cambridge,73667156,20013.25,GBP
BIS,EPSRC,19/12/2014,Fellowships,Energy Energy,University of Manchester GRANT,73667157,17799.5,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Maths,University of Manchester GRANT,73667157,17799.47,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Maths,University of Cambridge,73667158,17180.67,GBP
BIS,EPSRC,19/12/2014,Fellowships,Mathematical Sciences,University of Bath,73667159,27429.35,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC ICT,University of Southampton GRANT,73667160,47246.02,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC ICT,University of Bristol GRANT,73667161,52071.76,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC ICT,University College London GRANT,73667162,23522.79,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC ICT,University of Edinburgh,73667163,66931.67,GBP
BIS,EPSRC,19/12/2014,Fellowships,Mathematical Sciences,University of Bristol GRANT,73667164,17589.28,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC ICT,University of Oxford GRANT,73667165,42830.1,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Physical Sciences,University of York GRANT,73667166,36783.83,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Engineering,University of Birmingham GRANT,73667167,17448.06,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Physical Sciences,University of Birmingham GRANT,73667167,52344.16,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Physical Sciences,University College London GRANT,73667168,62101.29,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Physical Sciences,University College London GRANT,73667169,45789.97,GBP
BIS,EPSRC,19/12/2014,Fellowships,Energy Energy,University of Cambridge,73667170,19367.46,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Physical Sciences,University of Liverpool GRANT,73667171,45691.7,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Engineering,University of Bristol GRANT,73667172,40409.79,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Engineering,University of Sheffield GRANT,73667173,49531.44,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Engineering,University of Exeter GRANT,73667174,76584.17,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Physical Sciences,University of Manchester GRANT,73667175,63505.12,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Physical Sciences,University of Southampton GRANT,73667176,55102.39,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Engineering,University of Sheffield GRANT,73667177,54342.36,GBP
BIS,EPSRC,19/12/2014,Fellowships,Information and Communications Technology,University College London GRANT,73667178,58912.24,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Physical Sciences,King's College London,73667179,43315.52,GBP
BIS,EPSRC,19/12/2014,Fellowships,Mathematical Sciences,Queen Mary University of London,73667180,45487.5,GBP
BIS,EPSRC,19/12/2014,Fellowships,Manufacturing Manufacturing,Loughborough University GRANT,73667181,65947.82,GBP
BIS,EPSRC,19/12/2014,Fellowships,Manufacturing Manufacturing,University of Cambridge,73667182,61564.23,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Maths,University of Edinburgh,73667183,34338.73,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Maths,University of Exeter GRANT,73667184,18282.9,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Maths,ICSTM,73667185,38612.58,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Maths,University of Sheffield GRANT,73667186,20428.03,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Maths,University of Surrey GRANT,73667187,18422.25,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Maths,University of Bath,73667188,18077.48,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Maths,University College London GRANT,73667189,55555.88,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Physical Sciences,Heriot-Watt University GRANT,73667190,47486.4,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC ICT,University of Nottingham GRANT,73667191,22751.02,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Maths,University of Bristol GRANT,73667192,51815.29,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC ICT,University of Southampton GRANT,73667193,50419.57,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC ICT,University of Cambridge,73667194,60122.87,GBP
BIS,EPSRC,19/12/2014,Fellowships,Manufacturing Manufacturing,ICSTM,73667195,50468.71,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Engineering,ICSTM,73667196,51279.42,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC ICT,R H B N C GRANT,73667197,22820.45,GBP
BIS,EPSRC,19/12/2014,Fellowships,Energy Energy,University of Leeds GRANT,73667198,23648.6,GBP
BIS,EPSRC,19/12/2014,Fellowships,Manufacturing Manufacturing,University of Huddersfield,73667199,42777.85,GBP
BIS,EPSRC,19/12/2014,Fellowships,Manufacturing Manufacturing,Loughborough University GRANT,73667200,40879.85,GBP
BIS,EPSRC,19/12/2014,Fellowships,Energy Energy,University of Leeds GRANT,73667201,56981.47,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Maths,University of Cambridge,73667202,15765.31,GBP
BIS,EPSRC,19/12/2014,Fellowships,GU ICT,University of Cambridge,73667203,15846.95,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Physical Sciences,University of Oxford GRANT,73667204,24977.86,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Physical Sciences,University of Glasgow GRANT,73667205,23956.06,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Engineering,University of Nottingham GRANT,73667206,19288.41,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Physical Sciences,ICSTM,73667207,26688.36,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Physical Sciences,ICSTM,73667208,23935.82,GBP
BIS,EPSRC,19/12/2014,Fellowships,Manufacturing Manufacturing,University of Bristol GRANT,73667209,66671.05,GBP
BIS,EPSRC,19/12/2014,Fellowships,Manufacturing Manufacturing,University of Oxford GRANT,73667210,75093.82,GBP
BIS,EPSRC,19/12/2014,Fellowships,Healthcare Healthcare,University of Oxford GRANT,73667211,48483.84,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Physical Sciences,University of Cambridge,73667212,32882.5,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Physical Sciences,University of Birmingham GRANT,73667213,55843.69,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Physical Sciences,University of Oxford GRANT,73667214,48950.53,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Physical Sciences,University of St Andrews GRANT,73667215,67539.95,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Physical Sciences,King's College London,73667216,22006.73,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Physical Sciences,University College London GRANT,73667217,47327.38,GBP
BIS,EPSRC,19/12/2014,Fellowships,Healthcare Healthcare,University of Manchester GRANT,73667218,99625.64,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Engineering,University of Oxford GRANT,73667219,24164.71,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Engineering,ICSTM,73667220,46027.93,GBP
BIS,EPSRC,19/12/2014,Fellowships,Healthcare Healthcare,University of Glasgow GRANT,73667221,76322.67,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC ICT,Goldsmiths College University of London,73667222,51696.4,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Maths,University of Bristol GRANT,73667223,20891.23,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Maths,University of Oxford GRANT,73667224,39079.5,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Maths,University of Nottingham GRANT,73667225,52756.03,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Maths,University of Sussex GRANT,73667226,12588.68,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Maths,University of Oxford GRANT,73667227,23126.19,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Maths,ICSTM,73667228,47924.87,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Maths,University of Cambridge,73667229,19501.19,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Engineering,University of Exeter GRANT,73667230,59291.33,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC ICT,Queen Mary University of London,73667231,28196.99,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Physical Sciences,University of Oxford GRANT,73667232,43443,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Physical Sciences,University of Southampton GRANT,73667233,16481.31,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Physical Sciences,University College London GRANT,73667234,27102.77,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Physical Sciences,University of Bristol GRANT,73667235,34923.69,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Physical Sciences,University of Liverpool GRANT,73667236,55758.28,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC ICT,University of Bristol GRANT,73667237,16703.74,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Physical Sciences,University of Bristol GRANT,73667237,38975.34,GBP
BIS,EPSRC,19/12/2014,Capital Grants & Equipment to HEIs,NC Physical Sciences,University of Exeter GRANT,73667238,9960,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Physical Sciences,University of Exeter GRANT,73667238,44192.69,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC ICT,ICSTM,73667239,48138.51,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC ICT,University of Oxford GRANT,73667240,16184.36,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Maths,University of Oxford GRANT,73667240,5394.8,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC ICT,University of Oxford GRANT,73667241,46240.19,GBP
BIS,EPSRC,19/12/2014,Fellowships,Healthcare Healthcare,King's College London,73667242,23392.79,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Engineering,King's College London,73667242,23392.8,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Physical Sciences,University of Oxford GRANT,73667243,73921.06,GBP
BIS,EPSRC,19/12/2014,Fellowships,Energy Energy,University of Surrey GRANT,73667244,21241.87,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Engineering,University of Southampton GRANT,73667245,24295.19,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Engineering,ICSTM,73667246,50446.15,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Physical Sciences,University College London GRANT,73667247,51006.36,GBP
BIS,EPSRC,19/12/2014,Fellowships,Mathematical Sciences,University of York GRANT,73667248,30900.77,GBP
BIS,EPSRC,19/12/2014,Fellowships,Physical Sciences,University of York GRANT,73667249,45017.93,GBP
BIS,EPSRC,19/12/2014,Fellowships,Physical Sciences,University of Nottingham GRANT,73667250,42953.89,GBP
BIS,EPSRC,19/12/2014,Fellowships,Manufacturing Manufacturing,University of Manchester GRANT,73667251,48897.44,GBP
BIS,EPSRC,19/12/2014,Capital Grants & Equipment to HEIs,Manufacturing Manufacturing,University of Manchester GRANT,73667252,15132,GBP
BIS,EPSRC,19/12/2014,Fellowships,Manufacturing Manufacturing,University of Manchester GRANT,73667252,56603.17,GBP
BIS,EPSRC,19/12/2014,Fellowships,Manufacturing Manufacturing,Loughborough University GRANT,73667253,60242.9,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Physical Sciences,University College London GRANT,73667254,64324.66,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC ICT,University of Dundee,73667255,28677.81,GBP
BIS,EPSRC,19/12/2014,Fellowships,Mathematical Sciences,University of Edinburgh,73667256,32379.14,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Engineering,University of Edinburgh,73667257,62898.89,GBP
BIS,EPSRC,19/12/2014,Fellowships,Healthcare Healthcare,University of Southampton GRANT,73667258,51609.28,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Maths,ICSTM,73667259,44363.82,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Maths,ICSTM,73667260,19586.77,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Maths,University of Edinburgh,73667261,20730.78,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Maths,University of Manchester GRANT,73667262,47554.4,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Maths,University of Warwick,73667263,21713.96,GBP
BIS,EPSRC,19/12/2014,Fellowships,Healthcare Healthcare,University College London GRANT,73667264,47666.59,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Maths,University of Manchester GRANT,73667265,18543,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Maths,London School of Economics and Political Science,73667266,40325.25,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Maths,University of Warwick,73667267,33794.34,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC ICT,Queen Mary University of London,73667268,24911.2,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC ICT,King's College London,73667269,51373.51,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Engineering,University of Bath,73667270,62267.93,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Engineering,University of Liverpool GRANT,73667271,60658.38,GBP
BIS,EPSRC,19/12/2014,Capital Grants & Equipment to HEIs,NC Engineering,University of Leeds GRANT,73667272,9575,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Engineering,University of Leeds GRANT,73667272,48830.65,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Engineering,University of Warwick,73667273,83953.95,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Engineering,ICSTM,73667274,39547.71,GBP
BIS,EPSRC,19/12/2014,Capital Grants & Equipment to HEIs,Manufacturing Manufacturing,University of Exeter GRANT,73667275,4815.11,GBP
BIS,EPSRC,19/12/2014,Capital Grants & Equipment to HEIs,NC Engineering,University of Exeter GRANT,73667275,8942.36,GBP
BIS,EPSRC,19/12/2014,Fellowships,Manufacturing Manufacturing,University of Exeter GRANT,73667275,16533.32,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC Engineering,University of Exeter GRANT,73667275,30704.7,GBP
BIS,EPSRC,19/12/2014,Capital Grants & Equipment to HEIs,NC ICT,Aston University GRANT,73667276,20250,GBP
BIS,EPSRC,19/12/2014,Fellowships,NC ICT,Aston University GRANT,73667276,54669.73,GBP
