Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Currency
BIS,EPSRC,01/10/2013,Research Grant Expenditure,User Led Research and Knowledge Transfer,Biotechnology & Biological Sciences Research Council,17358533,33096.99,GBP
BIS,EPSRC,01/10/2013,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Express by Holiday Inn Swindon City Centre,30407186,-24.64,GBP
BIS,EPSRC,01/10/2013,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Express by Holiday Inn Swindon City Centre,30407186,59.23,GBP
BIS,EPSRC,01/10/2013,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Express by Holiday Inn Swindon City Centre,30407186,59.23,GBP
BIS,EPSRC,01/10/2013,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Express by Holiday Inn Swindon City Centre,30407186,59.23,GBP
BIS,EPSRC,01/10/2013,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Express by Holiday Inn Swindon City Centre,30407186,59.23,GBP
BIS,EPSRC,01/10/2013,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Express by Holiday Inn Swindon City Centre,30407186,59.23,GBP
BIS,EPSRC,01/10/2013,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Express by Holiday Inn Swindon City Centre,30407186,59.23,GBP
BIS,EPSRC,01/10/2013,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Express by Holiday Inn Swindon City Centre,30407186,59.23,GBP
BIS,EPSRC,01/10/2013,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Express by Holiday Inn Swindon City Centre,30407186,59.23,GBP
BIS,EPSRC,01/10/2013,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Express by Holiday Inn Swindon City Centre,30407186,59.23,GBP
BIS,EPSRC,01/10/2013,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Express by Holiday Inn Swindon City Centre,30407186,59.23,GBP
BIS,EPSRC,01/10/2013,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Express by Holiday Inn Swindon City Centre,30407186,59.23,GBP
BIS,EPSRC,01/10/2013,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Express by Holiday Inn Swindon City Centre,30407186,59.23,GBP
BIS,EPSRC,01/10/2013,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Express by Holiday Inn Swindon City Centre,30407186,59.23,GBP
BIS,EPSRC,01/10/2013,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Express by Holiday Inn Swindon City Centre,30407186,59.23,GBP
BIS,EPSRC,01/10/2013,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Express by Holiday Inn Swindon City Centre,30407186,59.23,GBP
BIS,EPSRC,01/10/2013,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Express by Holiday Inn Swindon City Centre,30407186,59.23,GBP
BIS,EPSRC,01/10/2013,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Express by Holiday Inn Swindon City Centre,30407186,59.23,GBP
BIS,EPSRC,01/10/2013,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Express by Holiday Inn Swindon City Centre,30407186,59.23,GBP
BIS,EPSRC,01/10/2013,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Express by Holiday Inn Swindon City Centre,30407186,59.23,GBP
BIS,EPSRC,01/10/2013,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Express by Holiday Inn Swindon City Centre,30407186,59.27,GBP
BIS,EPSRC,01/10/2013,Research Grant Expenditure,Energy Energy,University of Surrey,32325907,442.19,GBP
BIS,EPSRC,01/10/2013,Research Grant Expenditure,Energy Energy,University of Surrey,32325907,1800,GBP
BIS,EPSRC,01/10/2013,Research Grant Expenditure,Energy Physical Sciences,University of Surrey,32325907,2048.95,GBP
BIS,EPSRC,01/10/2013,Research Grant Expenditure,Energy Physical Sciences,University of Surrey,32325907,5893,GBP
BIS,EPSRC,01/10/2013,Research Grant Expenditure,Healthcare Healthcare,University of Surrey,32325907,7561,GBP
BIS,EPSRC,01/10/2013,Research Grant Expenditure,NC ICT,University of Surrey,32325907,97681,GBP
BIS,EPSRC,01/10/2013,Research Grant Expenditure,NC ICT,University of Surrey,32325907,98950.44,GBP
BIS,EPSRC,01/10/2013,Research Grant Expenditure,NC Physical Sciences,University of Surrey,32325907,-1,GBP
BIS,EPSRC,01/10/2013,Research Grant Expenditure,NC Physical Sciences,University of Surrey,32325907,70634,GBP
BIS,EPSRC,01/10/2013,Research Grant Expenditure,NC Physical Sciences,University of Surrey,32325907,116566.42,GBP
BIS,EPSRC,01/10/2013,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Jurys Inns Group Ltd,32821990,68,GBP
BIS,EPSRC,01/10/2013,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Jurys Inns Group Ltd,32821996,68,GBP
BIS,EPSRC,01/10/2013,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Jurys Inns Group Ltd,32822001,68,GBP
BIS,EPSRC,01/10/2013,Marketing & PR,Communications and Stakeholder Engagement,Unspecified,32822055,95,GBP
BIS,EPSRC,01/10/2013,Printing & Stationery,Communications and Stakeholder Engagement,Banner Business Services Limited,32822143,98.69,GBP
BIS,EPSRC,01/10/2013,Printing & Stationery,Programme Delivery ICT,Banner Business Services Limited,32822143,10.22,GBP
BIS,EPSRC,01/10/2013,Printing & Stationery,Programme Delivery Infrastructure,Banner Business Services Limited,32822143,8.52,GBP
BIS,EPSRC,01/10/2013,Staff Training,Chief Executive,Azzur Ltd,32822383,600,GBP
BIS,EPSRC,01/10/2013,Printing & Stationery,JRS,Ricoh Uk Ltd,32822608,787.92,GBP
BIS,EPSRC,01/10/2013,Meetings & Catering,Strategy,Baxter Storey Ltd,32822621,116.4,GBP
BIS,EPSRC,01/10/2013,Printing & Stationery,JRS,Oce (UK) Ltd,32822736,308.3,GBP
BIS,EPSRC,01/10/2013,Printing & Stationery,Programme Delivery LWEC,Banner Business Services Limited,32822745,49.1,GBP
BIS,EPSRC,01/10/2013,Provisions ( Food etc),HR and Office Facilities,Banner Business Services Limited,32822748,11.89,GBP
BIS,EPSRC,01/10/2013,Provisions ( Food etc),HR and Office Facilities,Banner Business Services Limited,32822748,49.71,GBP
BIS,EPSRC,01/10/2013,Provisions ( Food etc),HR and Office Facilities,Banner Business Services Limited,32822748,139.64,GBP
BIS,EPSRC,01/10/2013,Purchase of non capital equipment,HR and Office Facilities,Banner Business Services Limited,32822748,10.18,GBP
BIS,EPSRC,01/10/2013,Recruitment Costs,HR and Office Facilities,Banner Business Services Limited,32822756,24.67,GBP
BIS,EPSRC,01/10/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,32822788,73.5,GBP
BIS,EPSRC,01/10/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,32822789,246.2,GBP
BIS,EPSRC,01/10/2013,Non-staff travel and subsistance,Strategy,Non Employee Expenses Supplier,32822790,12.5,GBP
BIS,EPSRC,01/10/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,32822791,79.3,GBP
BIS,EPSRC,01/10/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,32822792,158,GBP
BIS,EPSRC,01/10/2013,Non-staff travel and subsistance,Strategy,Non Employee Expenses Supplier,32822793,229,GBP
BIS,EPSRC,01/10/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,32822794,78.89,GBP
BIS,EPSRC,01/10/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,32822795,51.1,GBP
BIS,EPSRC,01/10/2013,Fees (Including College Members),Programme Delivery Digital Economy,Non Employee Expenses Supplier,32822816,160,GBP
BIS,EPSRC,01/10/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,32822831,58.75,GBP
BIS,EPSRC,01/10/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,32822832,53.5,GBP
BIS,EPSRC,01/10/2013,Cleaning & Sterilisation,JRS,RS Components,32914907,51.13,GBP
BIS,EPSRC,01/10/2013,Mechanical & Electrical Maintenance,JRS,RS Components,32917908,29.81,GBP
BIS,EPSRC,01/10/2013,Printing & Stationery,JRS,Ricoh Uk Ltd,33011948,15750,GBP
BIS,EPSRC,01/10/2013,Photocopy Costs,JRS,Ricoh Uk Ltd,33011965,142.67,GBP
BIS,EPSRC,01/10/2013,Photocopy Costs,JRS,Ricoh Uk Ltd,33011970,127.42,GBP
BIS,EPSRC,01/10/2013,T&S UK - Vehicle Hire,Strategy,Momentum Coach Hire Ltd,33012093,225,GBP
BIS,EPSRC,01/10/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,33012135,160,GBP
BIS,EPSRC,01/10/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,33012136,160,GBP
BIS,EPSRC,01/10/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,33012137,160,GBP
BIS,EPSRC,01/10/2013,Fees (Including College Members),Strategy,Non Employee Expenses Supplier,33012145,80,GBP
BIS,EPSRC,01/10/2013,Fees (Including College Members),Strategy,Non Employee Expenses Supplier,33012147,80,GBP
BIS,EPSRC,01/10/2013,Fees (Including College Members),Strategy,Non Employee Expenses Supplier,33012148,80,GBP
BIS,EPSRC,01/10/2013,Fees (Including College Members),Strategy,Non Employee Expenses Supplier,33012149,80,GBP
BIS,EPSRC,01/10/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,33012174,186.04,GBP
BIS,EPSRC,01/10/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,33012175,53.5,GBP
BIS,EPSRC,01/10/2013,Non-staff travel and subsistance,Strategy,Non Employee Expenses Supplier,33012176,46.2,GBP
BIS,EPSRC,01/10/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,33012177,265.83,GBP
BIS,EPSRC,01/10/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,33012182,119.8,GBP
BIS,EPSRC,01/10/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,33012183,71.1,GBP
BIS,EPSRC,01/10/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,33012184,122.7,GBP
BIS,EPSRC,01/10/2013,Health & Safety (inc. Medicals & Opticians),International offices,Unspecified,33012957,97,GBP
BIS,EPSRC,01/10/2013,T&S UK - Public Transport,Programme Delivery Manufacturing,Unspecified,33012958,21,GBP
BIS,EPSRC,01/10/2013,Contract Staff,Net/SQL Delivery,Kingway I T Ltd,33025907,1473,GBP
BIS,EPSRC,01/10/2013,Meetings & Catering,Programme Delivery Engineering,Momentum Coach Hire Ltd,33028908,435,GBP
BIS,EPSRC,01/10/2013,Meetings & Catering,Programme Delivery Engineering,Momentum Coach Hire Ltd,33029907,230,GBP
BIS,EPSRC,02/10/2013,Recruitment Costs,HR and Office Facilities,Hays Specialist Recruitment Ltd,32082954,4290,GBP
BIS,EPSRC,02/10/2013,Recruitment Costs,HR and Office Facilities,Hays Specialist Recruitment Ltd,32701913,4290,GBP
BIS,EPSRC,02/10/2013,Recruitment Costs,HR and Office Facilities,Hays Specialist Recruitment Ltd,32701931,4290,GBP
BIS,EPSRC,02/10/2013,Recruitment Costs,HR and Office Facilities,Hays Specialist Recruitment Ltd,32701932,4290,GBP
BIS,EPSRC,02/10/2013,Recruitment Costs,HR and Office Facilities,Hays Specialist Recruitment Ltd,32704911,4800,GBP
BIS,EPSRC,02/10/2013,Printing & Stationery,HR and Office Facilities,Banner Business Services Limited,32822338,22.32,GBP
BIS,EPSRC,02/10/2013,Printing & Stationery,HR and Office Facilities,Banner Business Services Limited,32822338,32.83,GBP
BIS,EPSRC,02/10/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,33021014,160,GBP
BIS,EPSRC,02/10/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,33021027,70.5,GBP
BIS,EPSRC,02/10/2013,T&S UK - Subsistence,Director BI/BR,Unspecified,33021274,4.91,GBP
BIS,EPSRC,02/10/2013,T&S UK - Vehicle Hire,Director BI/BR,Unspecified,33021274,15.43,GBP
BIS,EPSRC,02/10/2013,T&S UK - Public Transport,Programme Delivery Physical Sciences,Unspecified,33021275,15.6,GBP
BIS,EPSRC,02/10/2013,T&S UK - Subsistence,Programme Delivery Engineering,Unspecified,33021276,1.39,GBP
BIS,EPSRC,02/10/2013,T&S UK - Subsistence,Programme Delivery Engineering,Unspecified,33021276,26.49,GBP
BIS,EPSRC,02/10/2013,T&S UK - Public Transport,International offices,Unspecified,33021277,220.9,GBP
BIS,EPSRC,02/10/2013,T&S UK - Subsistence,International offices,Unspecified,33021277,4.94,GBP
BIS,EPSRC,02/10/2013,T&S UK - Accommodation,Programme Delivery Engineering,Unspecified,33021278,92.4,GBP
BIS,EPSRC,02/10/2013,T&S UK - Other Charges,Programme Delivery Engineering,Unspecified,33021278,5,GBP
BIS,EPSRC,02/10/2013,T&S UK - Subsistence,Programme Delivery Engineering,Unspecified,33021278,4.95,GBP
BIS,EPSRC,02/10/2013,T&S UK - Subsistence,Programme Delivery Engineering,Unspecified,33021278,24.1,GBP
BIS,EPSRC,02/10/2013,T&S UK - Other Charges,Programme Delivery Engineering,Unspecified,33021280,4.73,GBP
BIS,EPSRC,02/10/2013,T&S UK - Public Transport,Programme Delivery Engineering,Unspecified,33021280,21,GBP
BIS,EPSRC,02/10/2013,T&S UK - Subsistence,Programme Delivery Engineering,Unspecified,33021280,7.25,GBP
BIS,EPSRC,02/10/2013,T&S UK - Mileage,Programme Delivery Physical Sciences,Unspecified,33021283,99.46,GBP
BIS,EPSRC,02/10/2013,Printing & Stationery,JRS,Hulbert & Woodhall Print Ltd,33021510,313.2,GBP
BIS,EPSRC,02/10/2013,Secondments,Web/EDRM Delivery,RCUK Shared Services Centre Ltd,33021573,11930.84,GBP
BIS,EPSRC,02/10/2013,Printing & Stationery,JRS,Banner Business Services Limited,33021586,16.51,GBP
BIS,EPSRC,02/10/2013,Hospitality,Programme Delivery Engineering,Momentum Coach Hire Ltd,33030909,270,GBP
BIS,EPSRC,02/10/2013,Printing & Stationery,JRS,Premier Paper Group Ltd,33066907,700.42,GBP
BIS,EPSRC,02/10/2013,Printing & Stationery,JRS,Premier Paper Group Ltd,33071907,-0.01,GBP
BIS,EPSRC,02/10/2013,Printing & Stationery,JRS,Premier Paper Group Ltd,33071907,25.08,GBP
BIS,EPSRC,02/10/2013,Fees (Including College Members),Admin External Panel Member payments,Unspecified,33158980,80,GBP
BIS,EPSRC,02/10/2013,Fees (Including College Members),Admin External Panel Member payments,Unspecified,33158981,80,GBP
BIS,EPSRC,02/10/2013,Fees (Including College Members),Admin External Panel Member payments,Unspecified,33158982,80,GBP
BIS,EPSRC,02/10/2013,Advertising & Promotion,External communications,Doggett and Jones Ltd,33159058,420,GBP
BIS,EPSRC,02/10/2013,Advertising & Promotion,External communications,Doggett and Jones Ltd,33159058,445.2,GBP
BIS,EPSRC,02/10/2013,Advertising & Promotion,External communications,Doggett and Jones Ltd,33159058,2100,GBP
BIS,EPSRC,02/10/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,33163909,233.63,GBP
BIS,EPSRC,02/10/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,33163910,179.95,GBP
BIS,EPSRC,02/10/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,33163911,134.6,GBP
BIS,EPSRC,03/10/2013,Marketing & PR,Communications and Stakeholder Engagement,Doggett and Jones Ltd,33163237,1884,GBP
BIS,EPSRC,03/10/2013,Marketing & PR,Communications and Stakeholder Engagement,Doggett and Jones Ltd,33163240,1800,GBP
BIS,EPSRC,03/10/2013,Legal & Professional Services,Finance,Ambridge Harris,33163257,2700,GBP
BIS,EPSRC,03/10/2013,Consultancy Services,Programme Delivery Infrastructure,Forest Hills Associates Limited,33163263,1250,GBP
BIS,EPSRC,03/10/2013,Fees (Including College Members),Admin External Panel Member payments,Unspecified,33163460,160,GBP
BIS,EPSRC,03/10/2013,Fees (Including College Members),Admin External Panel Member payments,Unspecified,33163461,160,GBP
BIS,EPSRC,03/10/2013,Fees (Including College Members),Admin External Panel Member payments,Unspecified,33163462,160,GBP
BIS,EPSRC,03/10/2013,Fees (Including College Members),Admin External Panel Member payments,Unspecified,33163463,160,GBP
BIS,EPSRC,03/10/2013,T&S UK - Other Charges,External communications,Unspecified,33163519,5,GBP
BIS,EPSRC,03/10/2013,T&S UK - Subsistence,External communications,Unspecified,33163519,7.27,GBP
BIS,EPSRC,03/10/2013,T&S UK - Public Transport,Programme Delivery ICT,Unspecified,33163520,7.3,GBP
BIS,EPSRC,03/10/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,33170907,93,GBP
BIS,EPSRC,03/10/2013,Contract Staff,Net/SQL Delivery,BKD IT Limited,33204005,1920,GBP
BIS,EPSRC,03/10/2013,Meetings & Catering,International offices,Baxter Storey Ltd,33204058,223.44,GBP
BIS,EPSRC,03/10/2013,Meetings & Catering,Programme Delivery Infrastructure,Baxter Storey Ltd,33204058,186,GBP
BIS,EPSRC,03/10/2013,Meetings & Catering,Chief Executive,Baxter Storey Ltd,33204063,10.8,GBP
BIS,EPSRC,03/10/2013,Meetings & Catering,International offices,Baxter Storey Ltd,33204063,320.4,GBP
BIS,EPSRC,03/10/2013,Meetings & Catering,Strategy,Baxter Storey Ltd,33204097,186.72,GBP
BIS,EPSRC,03/10/2013,Meetings & Catering,Strategy,Baxter Storey Ltd,33204100,66,GBP
BIS,EPSRC,03/10/2013,Voluntary Deductions,Balance Sheet,Chargive,33205912,595.83,GBP
BIS,EPSRC,04/10/2013,Other Pension Deductions,Balance Sheet,Scottish Widows,33205910,52.99,GBP
BIS,EPSRC,04/10/2013,Partnership Pension Deductions,Balance Sheet,Scottish Widows,33205911,1086.28,GBP
BIS,EPSRC,04/10/2013,Voluntary Deductions,Balance Sheet,Civil Service Benevolent Fund,33205913,5,GBP
BIS,EPSRC,04/10/2013,Union Deductions,Balance Sheet,PCS Union,33205914,300.36,GBP
BIS,EPSRC,04/10/2013,Union Deductions,Balance Sheet,Prospect Union,33205915,63.18,GBP
BIS,EPSRC,04/10/2013,Partnership Pension Deductions,Balance Sheet,Standard Life Assurance Ltd,33205919,383.19,GBP
BIS,EPSRC,04/10/2013,Partnership Pension Deductions,Balance Sheet,Prudential Plc,33205921,275.6,GBP
BIS,EPSRC,04/10/2013,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,33214909,160,GBP
BIS,EPSRC,04/10/2013,Conferences & Seminars,Strategy,Crowne Plaza St James Hotel,33304908,6045.75,GBP
BIS,EPSRC,04/10/2013,Storage & Archiving Costs,Information Management Delivery,Cintas Document Management UK Ltd t/a Squirrel Storage,33329153,2888.28,GBP
BIS,EPSRC,04/10/2013,Storage & Archiving Costs,Information Management Delivery,Cintas Document Management UK Ltd t/a Squirrel Storage,33329247,2035.22,GBP
BIS,EPSRC,04/10/2013,Fees (Including College Members),Admin External Panel Member payments,Unspecified,33360939,160,GBP
BIS,EPSRC,04/10/2013,Fees (Including College Members),Admin External Panel Member payments,Unspecified,33360940,160,GBP
BIS,EPSRC,04/10/2013,Fees (Including College Members),Admin External Panel Member payments,Unspecified,33360941,160,GBP
BIS,EPSRC,04/10/2013,Fees (Including College Members),Admin External Panel Member payments,Unspecified,33360942,160,GBP
BIS,EPSRC,04/10/2013,Fees (Including College Members),Admin External Panel Member payments,Unspecified,33360943,160,GBP
BIS,EPSRC,04/10/2013,Fees (Including College Members),Admin External Panel Member payments,Unspecified,33360944,160,GBP
BIS,EPSRC,04/10/2013,Fees (Including College Members),Admin External Panel Member payments,Unspecified,33360945,160,GBP
BIS,EPSRC,04/10/2013,Fees (Including College Members),Admin External Panel Member payments,Unspecified,33360946,160,GBP
BIS,EPSRC,04/10/2013,Fees (Including College Members),Admin External Panel Member payments,Unspecified,33360947,160,GBP
BIS,EPSRC,04/10/2013,Fees (Including College Members),Admin External Panel Member payments,Unspecified,33360948,160,GBP
BIS,EPSRC,04/10/2013,Fees (Including College Members),Admin External Panel Member payments,Unspecified,33360949,160,GBP
BIS,EPSRC,04/10/2013,Fees (Including College Members),Admin External Panel Member payments,Unspecified,33360950,160,GBP
BIS,EPSRC,04/10/2013,UK - Professional Memberships & Subscriptions,Programme Delivery Impact,Association for University Research and Industry Links (Auril),33361127,795,GBP
BIS,EPSRC,04/10/2013,T&S UK - Public Transport,Admin RCUK Strategy Unit,Unspecified,33361182,6,GBP
BIS,EPSRC,04/10/2013,T&S UK - Public Transport,Admin RCUK Strategy Unit,Unspecified,33361182,152,GBP
BIS,EPSRC,04/10/2013,T&S UK - Subsistence,Programme Delivery ICT,Unspecified,33361183,9.14,GBP
BIS,EPSRC,04/10/2013,T&S UK - Other Charges,Programme Delivery LWEC,Unspecified,33361184,5,GBP
BIS,EPSRC,04/10/2013,T&S UK - Parking Tolls Congestion Charges,Programme Delivery LWEC,Unspecified,33361184,6.2,GBP
BIS,EPSRC,04/10/2013,T&S UK - Public Transport,Programme Delivery LWEC,Unspecified,33361184,7,GBP
BIS,EPSRC,04/10/2013,T&S UK - Vehicle Hire,Programme Delivery LWEC,Unspecified,33361184,17.75,GBP
BIS,EPSRC,04/10/2013,T&S UK - Parking Tolls Congestion Charges,HR and Office Facilities,Unspecified,33361185,35.8,GBP
BIS,EPSRC,04/10/2013,Conferences & Seminars,Programme Delivery Healthcare,Unspecified,33361186,19,GBP
BIS,EPSRC,04/10/2013,T&S UK - Public Transport,Programme Delivery Maths,Unspecified,33361187,7.3,GBP
BIS,EPSRC,04/10/2013,Telecoms - Calls Fax & internet Costs,Service Delivery,Telecoms World Plc,33436915,19.72,GBP
BIS,EPSRC,07/10/2013,Other Programme Costs,NC Physical Sciences,Swansea University,32117035,118641.9,GBP
BIS,EPSRC,07/10/2013,Maintenance of Research & Scientific Equipment,NC Infrastructure,Numerical Algorithms Group Ltd - (NAG),33214908,35629.44,GBP
BIS,EPSRC,07/10/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,33388611,74.6,GBP
BIS,EPSRC,07/10/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,33388612,32.5,GBP
BIS,EPSRC,07/10/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,33388613,89.8,GBP
BIS,EPSRC,07/10/2013,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,33388618,160,GBP
BIS,EPSRC,07/10/2013,T&S UK - Public Transport,Admin RCUK Strategy Unit,Unspecified,33388698,21,GBP
BIS,EPSRC,07/10/2013,T&S UK - Subsistence,Admin RCUK Strategy Unit,Unspecified,33388698,4.5,GBP
BIS,EPSRC,07/10/2013,T&S UK - Accommodation,Programme Delivery Energy,Unspecified,33388699,92.4,GBP
BIS,EPSRC,07/10/2013,T&S UK - Other Charges,Programme Delivery Energy,Unspecified,33388699,5,GBP
BIS,EPSRC,07/10/2013,T&S UK - Public Transport,Programme Delivery Energy,Unspecified,33388699,8.69,GBP
BIS,EPSRC,07/10/2013,T&S UK - Subsistence,Programme Delivery Energy,Unspecified,33388699,23,GBP
BIS,EPSRC,07/10/2013,T&S UK - Parking Tolls Congestion Charges,Programme Delivery Energy,Unspecified,33388700,20.2,GBP
BIS,EPSRC,07/10/2013,T&S UK - Public Transport,Programme Delivery Energy,Unspecified,33388700,24,GBP
BIS,EPSRC,07/10/2013,Legal & Professional Services,Performance and Evaluation,Unspecified,33430928,4995,GBP
BIS,EPSRC,07/10/2013,Non-staff travel and subsistance,Programme Delivery Infrastructure,Non Employee Expenses Supplier,33434911,32.7,GBP
BIS,EPSRC,07/10/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,33434912,25.1,GBP
BIS,EPSRC,07/10/2013,Non-staff travel and subsistance,Strategy,Non Employee Expenses Supplier,33435912,102.9,GBP
BIS,EPSRC,07/10/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,33435913,354.07,GBP
BIS,EPSRC,07/10/2013,T&S UK - Other Charges,Programme Delivery ICT,Non Employee Expenses Supplier,33435914,263.67,GBP
BIS,EPSRC,07/10/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,33437912,80,GBP
BIS,EPSRC,08/10/2013,Health & Safety (inc. Medicals & Opticians),HR and Office Facilities,Fruit Drop,32819518,240,GBP
BIS,EPSRC,08/10/2013,SSC Service Charges,Service Delivery,Kelway (UK) Limited,33021529,1697.94,GBP
BIS,EPSRC,08/10/2013,SSC Service Charges,Service Delivery,Kelway (UK) Limited,33021529,19227.65,GBP
BIS,EPSRC,08/10/2013,Contract Staff,Service Delivery,Building Blocks (UK) Ltd,33329167,2520,GBP
BIS,EPSRC,08/10/2013,Other Income,Finance,Unspecified,33361028,9383.49,GBP
BIS,EPSRC,08/10/2013,Marketing & PR,Communications and Stakeholder Engagement,American Association for the Advancement of Science (AAAS),33361098,799.19,USD
BIS,EPSRC,08/10/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,33552932,117,GBP
BIS,EPSRC,08/10/2013,Non-staff travel and subsistance,Programme Delivery Energy,Non Employee Expenses Supplier,33552933,36.7,GBP
BIS,EPSRC,08/10/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,33552934,113.8,GBP
BIS,EPSRC,08/10/2013,Non-staff travel and subsistance,Programme Delivery Energy,Non Employee Expenses Supplier,33552937,91.8,GBP
BIS,EPSRC,08/10/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,33552938,94.5,GBP
BIS,EPSRC,08/10/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,33552939,274.25,GBP
BIS,EPSRC,08/10/2013,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,33552943,160,GBP
BIS,EPSRC,08/10/2013,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,33552946,160,GBP
BIS,EPSRC,08/10/2013,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,33553013,160,GBP
BIS,EPSRC,08/10/2013,Fees (Including College Members),Programme Delivery Energy,Non Employee Expenses Supplier,33553179,160,GBP
