Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Currency
BIS,EPSRC,02/12/2013,Safety Materials & Equipment,JRS,RS Components,34213907,4.2,GBP
BIS,EPSRC,02/12/2013,Safety Materials & Equipment,JRS,RS Components,34213907,21,GBP
BIS,EPSRC,02/12/2013,Safety Materials & Equipment,JRS,RS Components,35794088,-25.2,GBP
BIS,EPSRC,02/12/2013,Other Programme Costs,Hector Recurrent,UOE (HPCX) Ltd,36282931,192438,GBP
BIS,EPSRC,02/12/2013,Printing & Stationery,External communications,Motiv Business Gifts,36345040,492,GBP
BIS,EPSRC,02/12/2013,Printing & Stationery,External communications,Motiv Business Gifts,36449243,262.8,GBP
BIS,EPSRC,02/12/2013,Printing & Stationery,Programme Delivery Manufacturing,Banner Business Services Limited,36538907,-20.32,GBP
BIS,EPSRC,02/12/2013,Printing & Stationery,Programme Delivery Manufacturing,Banner Business Services Limited,36641331,20.32,GBP
BIS,EPSRC,02/12/2013,Agency Staff,Digital Communications,Reed Specialist Recruitment Ltd,36780911,255.84,GBP
BIS,EPSRC,02/12/2013,Conferences & Seminars,Programme Delivery Manufacturing,Makeney Hall Hotel,37419931,6734.55,GBP
BIS,EPSRC,02/12/2013,Consultancy Services,Admin Peer Review and Output (excluding external panel member fees),Saffron Interactive,37420187,7200,GBP
BIS,EPSRC,02/12/2013,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Jurys Inns Group Ltd,37436180,68,GBP
BIS,EPSRC,02/12/2013,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Jurys Inns Group Ltd,37436182,68,GBP
BIS,EPSRC,02/12/2013,T&S UK - Public Transport,Programme Delivery Physical Sciences,Unspecified,37437142,2.1,GBP
BIS,EPSRC,02/12/2013,T&S UK - Public Transport,Programme Delivery Physical Sciences,Unspecified,37437142,30.8,GBP
BIS,EPSRC,02/12/2013,Staff Training,Strategy,Unspecified,37437720,800,GBP
BIS,EPSRC,02/12/2013,Printing & Stationery,HR and Office Facilities,XMA Ltd,37444119,42.05,GBP
BIS,EPSRC,02/12/2013,Meetings & Catering,Programme Delivery Leaders,The Career Development Organisation,37444185,292.8,GBP
BIS,EPSRC,02/12/2013,Photocopy Costs,JRS,Robert Horne Paper Co Ltd,37449977,75.72,GBP
BIS,EPSRC,02/12/2013,Photocopy Costs,JRS,Robert Horne Paper Co Ltd,37449977,395.54,GBP
BIS,EPSRC,02/12/2013,Photocopy Costs,JRS,Robert Horne Paper Co Ltd,37449982,87.44,GBP
BIS,EPSRC,02/12/2013,Storage & Archiving Costs,HR and Office Facilities,Pickfords Ltd,37450907,798,GBP
BIS,EPSRC,02/12/2013,T&S UK - Other Charges,Programme Delivery Energy,Unspecified,37451958,5,GBP
BIS,EPSRC,02/12/2013,T&S UK - Public Transport,Communications and Stakeholder Engagement,Unspecified,37451959,1.3,GBP
BIS,EPSRC,02/12/2013,T&S UK - Public Transport,Communications and Stakeholder Engagement,Unspecified,37451959,4.5,GBP
BIS,EPSRC,02/12/2013,T&S UK - Subsistence,Communications and Stakeholder Engagement,Unspecified,37451959,24.44,GBP
BIS,EPSRC,02/12/2013,T&S UK - Public Transport,Programme Delivery ICT,Unspecified,37451960,57.8,GBP
BIS,EPSRC,02/12/2013,T&S UK - Accommodation,Programme Delivery Maths,Unspecified,37451964,25,GBP
BIS,EPSRC,02/12/2013,T&S UK - Other Charges,Programme Delivery Maths,Unspecified,37451964,5,GBP
BIS,EPSRC,02/12/2013,T&S UK - Public Transport,Programme Delivery Maths,Unspecified,37451964,15,GBP
BIS,EPSRC,02/12/2013,T&S UK - Subsistence,Programme Delivery Maths,Unspecified,37451964,7.33,GBP
BIS,EPSRC,02/12/2013,Photocopy Costs,JRS,Advent Colour Limited,37467442,2743,GBP
BIS,EPSRC,02/12/2013,Contract Staff,Net/SQL Delivery,BKD IT Limited,37521907,1920,GBP
BIS,EPSRC,02/12/2013,Donations - Non Charitable,Communications and Stakeholder Engagement,Science Media Centre,37541907,4000,GBP
BIS,EPSRC,02/12/2013,Photocopy Costs,JRS,Oce (UK) Ltd,37582156,226.8,GBP
BIS,EPSRC,02/12/2013,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Jurys Inns Group Ltd,37582250,68,GBP
BIS,EPSRC,02/12/2013,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Jurys Inns Group Ltd,37582269,68,GBP
BIS,EPSRC,03/12/2013,Research Grant Expenditure,Energy Energy,University of Surrey,37467395,8118,GBP
BIS,EPSRC,03/12/2013,Research Grant Expenditure,Energy Physical Sciences,University of Surrey,37467395,2947,GBP
BIS,EPSRC,03/12/2013,Research Grant Expenditure,Healthcare Healthcare,University of Surrey,37467395,3780,GBP
BIS,EPSRC,03/12/2013,Research Grant Expenditure,NC ICT,University of Surrey,37467395,42713,GBP
BIS,EPSRC,03/12/2013,Research Grant Expenditure,NC Physical Sciences,University of Surrey,37467395,93626,GBP
BIS,EPSRC,03/12/2013,T&S UK - Other Charges,Programme Delivery Engineering,Unspecified,37467837,12.8,GBP
BIS,EPSRC,03/12/2013,T&S UK - Other Charges,Programme Delivery Engineering,Unspecified,37467837,25,GBP
BIS,EPSRC,03/12/2013,T&S UK - Public Transport,Programme Delivery Engineering,Unspecified,37467837,26.4,GBP
BIS,EPSRC,03/12/2013,T&S UK - Subsistence,Programme Delivery Engineering,Unspecified,37467837,24,GBP
BIS,EPSRC,03/12/2013,T&S UK - Other Charges,Programme Delivery ICT,Unspecified,37467838,6.19,GBP
BIS,EPSRC,03/12/2013,T&S UK - Public Transport,Programme Delivery ICT,Unspecified,37467838,1.4,GBP
BIS,EPSRC,03/12/2013,T&S UK - Subsistence,Programme Delivery ICT,Unspecified,37467838,11.94,GBP
BIS,EPSRC,03/12/2013,T&S UK - Public Transport,Programme Delivery Physical Sciences,Unspecified,37467839,7.2,GBP
BIS,EPSRC,03/12/2013,T&S UK - Public Transport,Programme Delivery Infrastructure,Unspecified,37467840,14,GBP
BIS,EPSRC,03/12/2013,T&S UK - Public Transport,Programme Delivery Infrastructure,Unspecified,37467840,28,GBP
BIS,EPSRC,03/12/2013,Conferences & Seminars,Programme Delivery Infrastructure,Unspecified,37467841,137.2,GBP
BIS,EPSRC,03/12/2013,T&S Overseas - Public Transport,Programme Delivery Infrastructure,Unspecified,37467841,15.09,GBP
BIS,EPSRC,03/12/2013,T&S Overseas - Public Transport,Programme Delivery Infrastructure,Unspecified,37467841,39.96,GBP
BIS,EPSRC,03/12/2013,T&S Overseas - Subsistence,Programme Delivery Infrastructure,Unspecified,37467841,50,GBP
BIS,EPSRC,03/12/2013,T&S Overseas - Subsistence,Programme Delivery Infrastructure,Unspecified,37467841,117.97,GBP
BIS,EPSRC,03/12/2013,T&S Overseas - Other Charges,Research Careers and Diversity,Unspecified,37467842,8.91,GBP
BIS,EPSRC,03/12/2013,T&S Overseas - Subsistence,Research Careers and Diversity,Unspecified,37467842,50,GBP
BIS,EPSRC,03/12/2013,Financial Services,Finance,Royal Bank of Scotland plc/Natwest,37600143,200,GBP
BIS,EPSRC,04/12/2013,Photocopy Costs,JRS,Banner Business Services Limited,37420060,27.59,GBP
BIS,EPSRC,04/12/2013,Photocopy Costs,JRS,Banner Business Services Limited,37420061,1.45,GBP
BIS,EPSRC,04/12/2013,Photocopy Costs,JRS,Robert Horne Paper Co Ltd,37437634,218.34,GBP
BIS,EPSRC,04/12/2013,Voluntary Deductions,Balance Sheet,Civil Service Benevolent Fund,37561915,5,GBP
BIS,EPSRC,04/12/2013,Financial Services,HR and Office Facilities,Banner Business Services Limited,37579088,14,GBP
BIS,EPSRC,04/12/2013,Photocopy Costs,JRS,Orchard Press Ltd,37583248,452.4,GBP
BIS,EPSRC,04/12/2013,Health & Safety (inc. Medicals & Opticians),HR and Office Facilities,Fruit Drop,37583430,192,GBP
BIS,EPSRC,04/12/2013,Non-staff travel and subsistance,Programme Delivery Energy,University of Manchester,37583437,314,GBP
BIS,EPSRC,04/12/2013,Consultancy Services,HR and Office Facilities,Unspecified,37599978,211.5,GBP
BIS,EPSRC,04/12/2013,Fees (Including College Members),Programme Delivery Physical Sciences,Non Employee Expenses Supplier,37600260,160,GBP
BIS,EPSRC,04/12/2013,Fees (Including College Members),Programme Delivery Manufacturing,Non Employee Expenses Supplier,37600261,160,GBP
BIS,EPSRC,04/12/2013,Non-staff travel and subsistance,Strategy,Non Employee Expenses Supplier,37600262,129,GBP
BIS,EPSRC,04/12/2013,Non-staff travel and subsistance,Strategy,Non Employee Expenses Supplier,37600263,170.8,GBP
BIS,EPSRC,04/12/2013,Fees (Including College Members),Programme Delivery Physical Sciences,Non Employee Expenses Supplier,37600264,36.8,GBP
BIS,EPSRC,04/12/2013,Non-staff travel and subsistance,Programme Delivery Manufacturing,Non Employee Expenses Supplier,37600265,278.8,GBP
BIS,EPSRC,04/12/2013,Non-staff travel and subsistance,Programme Delivery Manufacturing,Non Employee Expenses Supplier,37600266,110.59,GBP
BIS,EPSRC,04/12/2013,Non-staff travel and subsistance,Programme Delivery Manufacturing,Non Employee Expenses Supplier,37600267,119.2,GBP
BIS,EPSRC,04/12/2013,Non-staff travel and subsistance,Programme Delivery Manufacturing,Non Employee Expenses Supplier,37600268,149.6,GBP
BIS,EPSRC,04/12/2013,Non-staff travel and subsistance,Programme Delivery Manufacturing,Non Employee Expenses Supplier,37600269,117.95,GBP
BIS,EPSRC,04/12/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,37600270,89.77,GBP
BIS,EPSRC,04/12/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,37600271,173.4,GBP
BIS,EPSRC,04/12/2013,Non-staff travel and subsistance,Programme Delivery ICT,Non Employee Expenses Supplier,37600272,118.15,GBP
BIS,EPSRC,04/12/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,37600274,113.3,GBP
BIS,EPSRC,04/12/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,37600275,130.94,GBP
BIS,EPSRC,04/12/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,37600276,230.95,GBP
BIS,EPSRC,04/12/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,37600277,352.79,GBP
BIS,EPSRC,04/12/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,37600278,146,GBP
BIS,EPSRC,04/12/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,37600279,169.75,GBP
BIS,EPSRC,04/12/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,37600280,283.17,GBP
BIS,EPSRC,04/12/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,37600281,120.6,GBP
BIS,EPSRC,04/12/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,37600282,111.7,GBP
BIS,EPSRC,04/12/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,37600283,156.11,GBP
BIS,EPSRC,04/12/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,37600284,166.3,GBP
BIS,EPSRC,04/12/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,37600285,252.05,GBP
BIS,EPSRC,04/12/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,37600286,67.95,GBP
BIS,EPSRC,04/12/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,37600287,111.6,GBP
BIS,EPSRC,04/12/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,37600288,16.45,GBP
BIS,EPSRC,04/12/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,37600289,114.2,GBP
BIS,EPSRC,04/12/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,37600290,131.19,GBP
BIS,EPSRC,04/12/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,37600291,197.3,GBP
BIS,EPSRC,04/12/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,37600292,230.93,GBP
BIS,EPSRC,04/12/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,37600293,8,GBP
BIS,EPSRC,04/12/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,37600294,60.15,GBP
BIS,EPSRC,04/12/2013,Non-staff travel and subsistance,Programme Delivery Infrastructure,Non Employee Expenses Supplier,37600295,240,GBP
BIS,EPSRC,04/12/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,37600296,60.8,GBP
BIS,EPSRC,04/12/2013,Non-staff travel and subsistance,Strategy,Non Employee Expenses Supplier,37600297,58.9,GBP
BIS,EPSRC,04/12/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,37600298,117,GBP
BIS,EPSRC,04/12/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,37600299,353.2,GBP
BIS,EPSRC,04/12/2013,T&S UK - Other Charges,Programme Delivery ICT,Non Employee Expenses Supplier,37600300,160,GBP
BIS,EPSRC,04/12/2013,T&S UK - Other Charges,Programme Delivery ICT,Non Employee Expenses Supplier,37600301,160,GBP
BIS,EPSRC,04/12/2013,T&S UK - Other Charges,Programme Delivery ICT,Non Employee Expenses Supplier,37600302,160,GBP
BIS,EPSRC,04/12/2013,Non-staff travel and subsistance,Programme Delivery Leaders,Non Employee Expenses Supplier,37600303,118.5,GBP
BIS,EPSRC,04/12/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,37600304,72.45,GBP
BIS,EPSRC,04/12/2013,T&S UK - Other Charges,Programme Delivery ICT,Non Employee Expenses Supplier,37600305,212.76,GBP
BIS,EPSRC,04/12/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,37600306,169.1,GBP
BIS,EPSRC,04/12/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,37600307,842.36,GBP
BIS,EPSRC,04/12/2013,T&S UK - Other Charges,Programme Delivery ICT,Non Employee Expenses Supplier,37600308,109.2,GBP
BIS,EPSRC,04/12/2013,T&S UK - Other Charges,Programme Delivery ICT,Non Employee Expenses Supplier,37600309,33.56,GBP
BIS,EPSRC,04/12/2013,T&S UK - Other Charges,Programme Delivery ICT,Non Employee Expenses Supplier,37600310,187.5,GBP
BIS,EPSRC,04/12/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,37600311,83.15,GBP
BIS,EPSRC,04/12/2013,T&S UK - Other Charges,Programme Delivery ICT,Non Employee Expenses Supplier,37600312,270.07,GBP
BIS,EPSRC,04/12/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,37600313,171,GBP
BIS,EPSRC,04/12/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,37600314,114.6,GBP
BIS,EPSRC,04/12/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,37600315,155.4,GBP
BIS,EPSRC,04/12/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,37600316,53.25,GBP
BIS,EPSRC,04/12/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,37600317,54.5,GBP
BIS,EPSRC,04/12/2013,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,37600318,58.1,GBP
BIS,EPSRC,04/12/2013,Non-staff travel and subsistance,Programme Delivery Manufacturing,Non Employee Expenses Supplier,37600319,73.8,GBP
BIS,EPSRC,04/12/2013,Non-staff travel and subsistance,Programme Delivery Manufacturing,Non Employee Expenses Supplier,37600320,22.2,GBP
BIS,EPSRC,04/12/2013,Non-staff travel and subsistance,Communications and Stakeholder Engagement,Non Employee Expenses Supplier,37600321,78.5,GBP
BIS,EPSRC,04/12/2013,Non-staff travel and subsistance,Communications and Stakeholder Engagement,Non Employee Expenses Supplier,37600322,32.35,GBP
BIS,EPSRC,04/12/2013,Non-staff travel and subsistance,Programme Delivery Physical Sciences,Non Employee Expenses Supplier,37600323,339.41,GBP
BIS,EPSRC,04/12/2013,T&S UK - Other Charges,Programme Delivery ICT,Non Employee Expenses Supplier,37600324,160,GBP
BIS,EPSRC,04/12/2013,Conferences & Seminars,Director RB/UR,Universities UK,37600357,165,GBP
BIS,EPSRC,04/12/2013,T&S UK - Other Charges,Programme Delivery Impact,Unspecified,37601813,20,GBP
BIS,EPSRC,04/12/2013,T&S UK - Public Transport,Programme Delivery Impact,Unspecified,37601813,48,GBP
BIS,EPSRC,04/12/2013,T&S UK - Subsistence,Programme Delivery Impact,Unspecified,37601813,5.15,GBP
BIS,EPSRC,04/12/2013,T&S UK - Other Charges,International offices,Unspecified,37601816,5,GBP
BIS,EPSRC,04/12/2013,T&S UK - Public Transport,International offices,Unspecified,37601816,7.3,GBP
BIS,EPSRC,04/12/2013,T&S UK - Subsistence,International offices,Unspecified,37601816,9.13,GBP
BIS,EPSRC,04/12/2013,T&S Overseas - Public Transport,International offices,Unspecified,37601817,8.39,GBP
BIS,EPSRC,04/12/2013,T&S Overseas - Subsistence,International offices,Unspecified,37601817,7.51,GBP
BIS,EPSRC,04/12/2013,T&S Overseas - Subsistence,International offices,Unspecified,37601817,10,GBP
BIS,EPSRC,04/12/2013,T&S UK - Other Charges,Programme Delivery Impact,Unspecified,37601818,5,GBP
BIS,EPSRC,04/12/2013,T&S UK - Public Transport,Programme Delivery Impact,Unspecified,37601818,5,GBP
BIS,EPSRC,04/12/2013,T&S UK - Public Transport,Programme Delivery Impact,Unspecified,37601818,10,GBP
BIS,EPSRC,04/12/2013,T&S UK - Subsistence,Programme Delivery Impact,Unspecified,37601818,13.64,GBP
BIS,EPSRC,04/12/2013,T&S UK - Public Transport,Programme Delivery Energy,Unspecified,37601819,5.6,GBP
BIS,EPSRC,04/12/2013,T&S UK - Other Charges,Programme Delivery Energy,Unspecified,37601820,5,GBP
BIS,EPSRC,04/12/2013,T&S UK - Public Transport,Programme Delivery Energy,Unspecified,37601820,71.2,GBP
BIS,EPSRC,04/12/2013,T&S UK - Subsistence,Programme Delivery Energy,Unspecified,37601820,10.07,GBP
BIS,EPSRC,04/12/2013,T&S UK - Subsistence,Programme Delivery Energy,Unspecified,37601820,17.29,GBP
BIS,EPSRC,04/12/2013,T&S UK - Mileage,Programme Delivery Impact,Unspecified,37601821,120.6,GBP
BIS,EPSRC,04/12/2013,T&S UK - Other Charges,Programme Delivery Impact,Unspecified,37601821,5,GBP
BIS,EPSRC,04/12/2013,T&S UK - Parking Tolls Congestion Charges,Programme Delivery Infrastructure,Unspecified,37601822,12,GBP
BIS,EPSRC,04/12/2013,T&S UK - Public Transport,Programme Delivery Healthcare,Unspecified,37601824,13.9,GBP
BIS,EPSRC,04/12/2013,T&S UK - Parking Tolls Congestion Charges,Programme Delivery Physical Sciences,Unspecified,37601825,12,GBP
BIS,EPSRC,04/12/2013,T&S UK - Subsistence,Programme Delivery Physical Sciences,Unspecified,37601825,12.3,GBP
BIS,EPSRC,04/12/2013,T&S UK - Vehicle Hire,Programme Delivery Physical Sciences,Unspecified,37601825,20.95,GBP
BIS,EPSRC,04/12/2013,T&S UK - Public Transport,Admin Energy Multidisciplinary Applications,Unspecified,37601826,49.8,GBP
BIS,EPSRC,04/12/2013,T&S UK - Other Charges,Programme Delivery Engineering,Unspecified,37601827,12.66,GBP
BIS,EPSRC,04/12/2013,T&S UK - Other Charges,Programme Delivery Engineering,Unspecified,37601827,20,GBP
BIS,EPSRC,04/12/2013,T&S UK - Public Transport,Programme Delivery Engineering,Unspecified,37601827,15.9,GBP
BIS,EPSRC,04/12/2013,T&S UK - Public Transport,Programme Delivery Engineering,Unspecified,37601827,36.5,GBP
BIS,EPSRC,04/12/2013,T&S UK - Subsistence,Programme Delivery Engineering,Unspecified,37601827,8.29,GBP
BIS,EPSRC,04/12/2013,T&S UK - Subsistence,Programme Delivery Engineering,Unspecified,37601827,13.19,GBP
BIS,EPSRC,04/12/2013,T&S UK - Vehicle Hire,Programme Delivery Engineering,Unspecified,37601827,18.92,GBP
BIS,EPSRC,04/12/2013,Telecoms - Calls Fax & internet Costs,Service Delivery,Telecoms World Plc,37602145,16.79,GBP
BIS,EPSRC,05/12/2013,Fees (Including College Members),Admin External Panel Member payments,Unspecified,25442852,160,GBP
BIS,EPSRC,05/12/2013,Fees (Including College Members),Admin External Panel Member payments,Unspecified,27977065,320,GBP
BIS,EPSRC,05/12/2013,Fees (Including College Members),Admin External Panel Member payments,Unspecified,27977067,320,GBP
BIS,EPSRC,05/12/2013,Fees (Including College Members),Admin External Panel Member payments,Unspecified,27977071,160,GBP
BIS,EPSRC,05/12/2013,Fees (Including College Members),Admin External Panel Member payments,Unspecified,27977072,320,GBP
BIS,EPSRC,05/12/2013,Fees (Including College Members),Admin External Panel Member payments,Unspecified,28719971,160,GBP
BIS,EPSRC,05/12/2013,Fees (Including College Members),Admin External Panel Member payments,Unspecified,32762912,160,GBP
BIS,EPSRC,05/12/2013,Fees (Including College Members),Admin External Panel Member payments,Unspecified,32762914,160,GBP
BIS,EPSRC,05/12/2013,Fees (Including College Members),Admin External Panel Member payments,Unspecified,34175914,320,GBP
BIS,EPSRC,05/12/2013,Fees (Including College Members),Admin External Panel Member payments,Unspecified,34175915,320,GBP
BIS,EPSRC,05/12/2013,Photocopy Costs,JRS,Antalis McNaughton Limited,34373927,11.32,GBP
BIS,EPSRC,05/12/2013,Photocopy Costs,JRS,Antalis McNaughton Limited,34373927,207.07,GBP
BIS,EPSRC,05/12/2013,Fees (Including College Members),Admin External Panel Member payments,Robert Stamps,34860677,240,GBP
BIS,EPSRC,05/12/2013,Fees (Including College Members),Admin External Panel Member payments,Unspecified,34860682,160,GBP
BIS,EPSRC,05/12/2013,Fees (Including College Members),Admin External Panel Member payments,Zheng Xiao GUO,34860683,160,GBP
BIS,EPSRC,05/12/2013,Photocopy Costs,JRS,Banner Business Services Limited,37579089,8.11,GBP
BIS,EPSRC,05/12/2013,Photocopy Costs,JRS,Banner Business Services Limited,37579090,8.11,GBP
BIS,EPSRC,05/12/2013,Photocopy Costs,JRS,Premier Paper Group Ltd,37583740,1022.98,GBP
BIS,EPSRC,05/12/2013,Agency Staff,Communications and Stakeholder Engagement,Hays Specialist Recruitment Ltd,37583742,1014.34,GBP
BIS,EPSRC,05/12/2013,Meetings & Catering,Admin RCUK Strategy Unit,The Royal Society,37602039,378,GBP
BIS,EPSRC,05/12/2013,Meetings & Catering,Admin RCUK Strategy Unit,The Royal Society,37602039,814.56,GBP
BIS,EPSRC,05/12/2013,Photocopy Costs,JRS,Premier Paper Group Ltd,37603051,82.94,GBP
BIS,EPSRC,05/12/2013,T&S Overseas - Accommodation,Performance and Evaluation,Unspecified,37603268,291.95,GBP
BIS,EPSRC,05/12/2013,T&S Overseas - Mileage,Performance and Evaluation,Unspecified,37603268,9,GBP
BIS,EPSRC,05/12/2013,T&S Overseas - Public Transport,Performance and Evaluation,Unspecified,37603268,28.1,GBP
BIS,EPSRC,05/12/2013,T&S Overseas - Public Transport,Performance and Evaluation,Unspecified,37603268,28.33,GBP
BIS,EPSRC,05/12/2013,T&S Overseas - Subsistence,Performance and Evaluation,Unspecified,37603268,8.39,GBP
BIS,EPSRC,05/12/2013,T&S Overseas - Subsistence,Performance and Evaluation,Unspecified,37603268,30,GBP
BIS,EPSRC,05/12/2013,T&S UK - Other Charges,Programme Delivery Energy,Unspecified,37603270,10,GBP
BIS,EPSRC,05/12/2013,T&S UK - Public Transport,Programme Delivery Energy,Unspecified,37603270,82.7,GBP
BIS,EPSRC,05/12/2013,T&S UK - Subsistence,Programme Delivery Energy,Unspecified,37603270,196.81,GBP
BIS,EPSRC,05/12/2013,T&S UK - Other Charges,Director BI/BR,Unspecified,37603271,10,GBP
BIS,EPSRC,05/12/2013,T&S UK - Public Transport,Director BI/BR,Unspecified,37603271,3.6,GBP
BIS,EPSRC,05/12/2013,T&S UK - Public Transport,Director BI/BR,Unspecified,37603271,46,GBP
BIS,EPSRC,05/12/2013,T&S UK - Subsistence,Director BI/BR,Unspecified,37603271,39.9,GBP
BIS,EPSRC,05/12/2013,Computer Software Licences,Digital Communications,Siteimprove Ltd,37603517,3025.8,GBP
BIS,EPSRC,06/12/2013,Agency Staff,Communications and Stakeholder Engagement,Hays Specialist Recruitment Ltd,37404907,909.72,GBP
BIS,EPSRC,06/12/2013,Voluntary Deductions,Balance Sheet,Chargive,37561914,590.83,GBP
BIS,EPSRC,06/12/2013,Union Deductions,Balance Sheet,PCS Union,37561916,305.92,GBP
BIS,EPSRC,06/12/2013,T&S UK - Accommodation,Programme Delivery Leaders,Unspecified,37601814,25,GBP
BIS,EPSRC,06/12/2013,T&S UK - Other Charges,Programme Delivery Leaders,Unspecified,37601814,5,GBP
BIS,EPSRC,06/12/2013,T&S UK - Public Transport,Programme Delivery Leaders,Unspecified,37601814,4.5,GBP
BIS,EPSRC,06/12/2013,T&S UK - Public Transport,Programme Delivery Leaders,Unspecified,37601814,4.5,GBP
BIS,EPSRC,06/12/2013,T&S UK - Parking Tolls Congestion Charges,Programme Delivery Impact,Unspecified,37603786,36.2,GBP
BIS,EPSRC,06/12/2013,T&S UK - Public Transport,Programme Delivery ICT,Unspecified,37603787,6,GBP
BIS,EPSRC,06/12/2013,T&S UK - Public Transport,Programme Delivery ICT,Unspecified,37603787,12,GBP
BIS,EPSRC,06/12/2013,T&S UK - Public Transport,Programme Delivery ICT,Unspecified,37603787,13.1,GBP
BIS,EPSRC,06/12/2013,T&S UK - Subsistence,Programme Delivery ICT,Unspecified,37603787,8.77,GBP
BIS,EPSRC,06/12/2013,T&S UK - Subsistence,Programme Delivery ICT,Unspecified,37603787,10.95,GBP
BIS,EPSRC,06/12/2013,T&S UK - Parking Tolls Congestion Charges,Director RB/UR,Unspecified,37603788,6.2,GBP
BIS,EPSRC,06/12/2013,T&S UK - Parking Tolls Congestion Charges,Programme Delivery Impact,Unspecified,37603788,4,GBP
BIS,EPSRC,06/12/2013,T&S UK - Public Transport,Director RB/UR,Unspecified,37603788,10,GBP
BIS,EPSRC,06/12/2013,T&S UK - Vehicle Hire,Programme Delivery Impact,Unspecified,37603788,37.49,GBP
BIS,EPSRC,06/12/2013,T&S UK - Accommodation,Admin Public Engagement with Research,Unspecified,37603789,105,GBP
BIS,EPSRC,06/12/2013,T&S UK - Mileage,Admin Public Engagement with Research,Unspecified,37603789,27,GBP
BIS,EPSRC,06/12/2013,T&S Overseas - Subsistence,International offices,Unspecified,37603790,50,GBP
